Reconciliation of reported and adjusted items,,,,,,,
Reconciliation of reported and adjusted items,2020 Latin,2020 Latin,2020 Latin,2020 Latin,2020 Latin,2020 Latin,
Reconciliation of reported and adjusted items,Europe,North Asia MENA America,North Asia MENA America,North Asia MENA America,North Asia MENA America,North Asia MENA America,North Asia MENA America
,Footnotes $m,$m,,$m,$m,America $m,Total $m
Revenue,1,,,,,,
Reported,"2 18,419","26,922","2,628",,"6,375","3,020","50,429"
Significant items,(242),(37),,二,43,(3),(63)
- customer redress programmes,,21,1,1,1,1,21
"- disposals,acquisitions and investment in new businesses",,1,1,1,10,1,10
- fair value movements on financial instruments,3,(254),(5),1,(2),(3),(264)
-restructuring and other related costs,"2,4",(9) (32),,1,35,1,170
Adjusted,"2 18,177","26,885",,"2,628","6,418","3,017","50,366"
ECL,,,,,,,
Reported,"(3,751)","(2,284)",,(758),(900),"(1,124)","(8,817)"
Adjusted,"(3,751)","(2,284)",,(758),(900),,
,,,,,,"(1,124)","(8,817)"
Operating expenses Reported,"(18,874)","(13,662)",,"(1,586)","(5,307)",,
Significant items,"2 2,203",171,,83,601,"(1,938) 91","(34,432)"
- customer redress programmes,(54),1,,1,1,,"2,973 (54)"
-impairment of goodwill and other intangibles,803,1,,64,223,1 1,"1,090"
- past service costs of guaranteed minimum pension benefits equalisation,,1,,1,1,1,17
-restructuring and other related costs,"17 2.5 1,425",171,,19,378,91,"1,908"
- settlements and provisions in connection with legal and regulatory matters,12,1,,1,1,二,12
Adjusted,"2 (16,671)","(13,491)",,"(1,503)","(4,706)","(1,847)","(31,459)"
Share of profit/(loss) in associates and joint ventures,,,,,,,
Reported,1,"1,856",,(265),二,5,"1,597"
Significant items,二,1,,462,二,二,462
- impairment of goodwill,6 二,二,,462,二,二,
Adjusted,1,"1,856",,197,二,,462
Profit/(loss)before tax,,,,,,5,"2,059"
Reported,"(4,205)","12,832",,19,168,,
Significant items,"1,961",134,,545,644,(37) 88,"8,777 3,372"
-revenue,2 (242),(37),,1,43,(3),(63)
- operating expenses,"2 2,203",171,,83,601,91,
- share of profit in associates and joint ventures,1,1,,462,1,,"2,973"
Adjusted,"(2,244)","12,966",,564,,二,462
Loans and advances to customers (net),,,,,812,51,"12,149"
Reported,"408,495","473,165",,"28,700",,,
Adjusted,"408,495","473,165",,,"107,969 107,969","19,658","1,037,987"
Customer accounts,,,,"28,700",,"19,658","1,037,987"
,"629,647","762,406",,,"182,028",,
Reported Adjusted,"629,647","762,406",,"41,221 41,221","182,028",,"27,478 1,642,780 27,478 1,642,780"
