,Hedged item,Hedged item,Hedged item,Hedged item,Hedged item,Ineffectiveness,Ineffectiveness,Ineffectiveness
,Accumulated fair value hedge adjustments included,Accumulated fair value hedge adjustments included,Accumulated fair value hedge adjustments included,Accumulated fair value hedge adjustments included,Accumulated fair value hedge adjustments included,Change in fair value1 profit and loss,Recognised in,
,Carrying amount Assets,Liabilities,in carryingamount2 Assets,Liabilities,Balance sheet,Change in fair value1 profit and loss,Recognised in,
,$m,$m,$m,$m,presentation,$m,$m,presentation Net income from financial instruments
Interest rate,,"37,338",,"3,027",Debt securities in issue,"(1,910)",17,held for trading or managed on a fair value basis
At 31 Dec 2020,,"37,338",,"3,027",,"(1,910)",17,
Interest rate³,,,,,,,,Net income from financial instruments held for
,,,,,Debt securities,,,trading or managed on a
,,"38,126",,"1,088",in issue,"(1,697)",7,fair value basis
At 31 Dec 2019,,,,,,,,
,,,,"1,088",,,,
,,"38,126",,,,"(1,697)",7,
