,% of share class held by immediate parent company (or by the Group where,
Associates,this varies),Footnotes 161
"Bank of Communications Co., Ltd.",19.03,
Barrowgate Limited,15.31,162 163
BGF Group PLC Bud Financial Limited,24.56 10.82,"1,164"
Canara HSBC Oriental Bank of Commerce Life,,
Insurance Company Limited,26.00,165
CFAC Payment Scheme Limited Chemi& Cotex (Rwanda) Limited,33.33,"166 1,167"
Chemi& Cotex Kenya Limited,33.99 33.99,"1,168"
Chemi and Cotex Industries Limited,33.99,169
Contour,10.80,191
Episode Six Limited,9.10,187
EPS Company (Hong Kong) Limited,38.66,44
EURO Secured Notes lssuer,16.66,170
GIE GNIFI,N/A,"0,1,171"
GZHS Research Co Ltd,20.50,172
Hang Seng Qianhai Fund Management,43.49,
Company Limited HCM Holdings Limited (In Liquidation),50.99,"1, 10,173 17"
HSBC Canadian Covered Bond (Legislative) GP,,
Inc. HSBC Jintrust Fund Management Company,100.00,73
"Limited HSBC Saudi Arabia,a Saudi closed Joint Stock",49.00,174
Company Icon Brickell LLC (In Liquidation),66.18,175
Jeppe Star Limited,N/A 33.99,"0,176 177"
Liquidity Match LLC,N/A,"0,188"
London Precious Metals Clearing Limited,30.00,
MENA Infrastructure Fund (GP) Ltd,,189
,33.33,178
Novo Star Limited,33.99,179
Quantexa Ltd,10.99,146
Services Epargne Entreprise,14.18,180
Simon Group LLC,N/A,"0,190"
sino AG,24.77,181
The London Gold Market Fixing Limited,25.00,159
The Saudi British Bank,30.99,182
Trade Information Network,16.67,192
Trinkaus Europa Immobilien-Fonds Nr.7 Frankfurt Mertonviertel KG,N/A,"0,38"
Vizolution Limited,17.95,"1,183"
We Trade Innovation Designated Activity,,
Company,8.52,"1,184"
