,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,,
,Footnotes,Good,Satisfactory,Sub- standard,Credit impaired,Total,Allowance for ECL,Net
,Strong $m,$m,$m,$m,$m,$m,$m,$m
Loans and advances to customers at,,,,,,,,
amortised cost,"506,231","233,320","256,584","36,970","19,372","1,052,477","(14,490)","1,037,987"
-stage 1,"499,836","199,138","165,507","5,439",1,"869,920","(1,974)","867,946"
-stage 2,"6,395","34,182","91,077","31,531",1,"163,185","(4,965)","158,220"
stage3,,,,,"19,095","19,095","(7,439)","11,656"
- POCI,1,1,1,1,277,277,(112),165
Loans and advances to banks at,,,,,,,,
amortised cost,"71,318 71,126","5,496","3,568","1,276",1,"81,658",(42),"81,616"
-stage 1,192,"5,098","3,357",73,1,"79,654",(33),"79,621"
stage2,,398,211,"1,203",1,"2,004",(9),"1,995"
-stage 3,,,1,1,1,,,1
1 POCI Other financial assets measured at,,,,,,,1,1
amortised cost,"683,231","61,768","26,581",611,217,"772,408",(175),"772,233"
-stage 1,"682,412","61,218","24,532",54,1,"768,216",(80),"768,136"
stage2,819,550,"2,049",557,,"3,975",(44),"3,931"
stage3,1,一,1,1,177 40,177,(42),135
-POCI,1 1 二,1 1 二,1 1 二,1 1 二,1 1 二,1 1 二,(9),31
Loan and other credit-related commitments,"400,911","157,339","90,784","9,668","1,081","659,783",(734),"659,049"
-stage 1,"396,028","143,600","63,592","1,265",,"604,485",(290),"604,195"
-stage 2,"4,883","13,739","27,192","8,403",,"54,217",(365),"53,852"
stage3,1,1,1,1,"1,080","1,080",(78),"1,002"
-POCI,1 1,1 1,1 1,1 1,1 1,1 1,(1),二
Financial guarantees,"6,356","5,194","5,317","1,247",1 270,"1 18,384",(125),"18,259"
stage 1,"6,286","4,431","3,163",210,1,"14,090",(37),"14,053"
-stage 2,70,763,"2,154","1,037",,"4,024",(62),"3,962"
-stage3,1,,1,,269,269,(26),243
-POCI,1,,1,1,1,1,,1
At31Dec 2020,"1,668,047 463,117 382,834 49,772 20,940","1,668,047 463,117 382,834 49,772 20,940","1,668,047 463,117 382,834 49,772 20,940","1,668,047 463,117 382,834 49,772 20,940","1,668,047 463,117 382,834 49,772 20,940","1,668,047 463,117 382,834 49,772 20,940","(15,566)","2,569,144"
Debt instruments at FVOCI 1,,,,,,"2,584,710",,
-stage 1,"367,542","12,585","10,066",,1,"390,193",(88),"390,105"
