,Legal proceedings,Legal proceedings,Customer remediation,Other provisions,Total
,Restructuring costs,and regulatory matters,Customer remediation,Other provisions,Total
Provisions (excluding contractual commitments),$m,$m,$m,$m,$m
At 1Jan 2020,356,605,"1,646",280,"2,887"
Additions,,,189,222,
Amounts utilised,698,347,,(125),"1,456"
,(322),(177),(739),(80),"(1,363)"
Unused amounts reversed,(74),(75),(240) 2,8,(469)
Exchange and other movements At 31 Dec 2020,13,56,858,305,79
Contractual commitments1,671,756,,,"2,590"
At1Jan 2020,,,,,511
Net change in expected credit loss provision and other,,,,,
movements,,,,,577
At 31 Dec 2020,,,,,"1,088"
Total provisions,,,,,
At31 Dec 2019,,,,,"3,398"
At 31Dec 2020,,,,,"3,678"
