HSBC adjusted profit before tax and balance sheet data (continued),,,,,,
HSBC adjusted profit before tax and balance sheet data (continued),,,,,,
HSBC adjusted profit before tax and balance sheet data (continued),Wealth and Personal Banking,Commercial Banking,Banking and,Global Markets,Corporate Centre,Total
Net operating income/(expense) before change in expected credit losses 1,Net operating income/(expense) before change in expected credit losses 1,Net operating income/(expense) before change in expected credit losses 1,Net operating income/(expense) before change in expected credit losses 1,Net operating income/(expense) before change in expected credit losses 1,Net operating income/(expense) before change in expected credit losses 1,$m
and other credit impairment charges,,"25,565","15,164","14,869",(654),"54,944"
-external,,"21,252","16,094","20,314",(2.716),"54,944"
-inter-segment,,"4,313 17,423","（930) 10,957","(5,445)","2,062",二
of which:net interest income/(expense),of which:net interest income/(expense),of which:net interest income/(expense),of which:net interest income/(expense),of which:net interest income/(expense),of which:net interest income/(expense),"(3,264) 30,339"
Change in expected credit losses and other credit impairment (charges)/ recoveries,,"(1,348)","(1,162)","5,223 (153)",36,"(2,627)"
Net operating income/(expense),Net operating income/(expense),Net operating income/(expense),Net operating income/(expense),Net operating income/(expense),Net operating income/(expense),
Total operating expenses,,"24,217 (15,388)","14,002 (6,832)","14,716 （9,544)",(618) （755),"52,317 (32,519)"
Operating profit/(loss),,"8,829","7,170","5,172","(1,373)","19,798"
Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,
Adjusted profit before tax,,54,二,二,"2,297","2,351"
,,"8,883 %","7,170 %","5,172 %",924 %,"22,149 %"
Share of HSBC's adjusted profit before tax,,40.1,32.4,23.4,4.2,100.0
Adjusted cost efficiency ratio,,60.2,45.1,64.2,(115.4),59.2
Adjusted balance sheet data,,$m,$m,$m,$m,$m
Loans and advances to customers (net),,"455,618","353,781","252,131","1,166","1,062,696"
Interests in associates and joint ventures,,449,14,16,"24,941","25,420"
Total external assets,,"793,100","523,585","1,310,772","156,354","2,783,811"
Customer accounts,,"768,151","397,182","304,094",780,"1,470,207"
