(Audited),(Audited),At,At
Ref*,,31 Dec 2020,31Dec 2019
,,$m,
,,,$m
,Common equity tier 1 ('CET1') capital: instruments and reserves,,
1,Capital instruments and the related share premium accounts,"23,219","22,873"
,-ordinary shares,"23,219","22,873"
2,Retained earnings,"128,665","127,188"
3 5,Accumulated other comprehensive income (and other reserves)1,"9,768","1,735"
,Minority interests (amount allowed in consolidated CET1),"4,079","4,865"
5a,Independently reviewed interim net profits net of any foreseeable charge or dividend,(252),"(3,381)"
6,Common equity tier1 capital before regulatory adjustments,"165,479","153,280"
28 29,Total regulatory adjustments to common equity tier 1,"(29,429)","(29,314)"
36,Common equity tier 1 capital,"136,050 24,183","123,966"
43,Additional tier 1 capital before regulatory adjustments Total regulatory adjustments to additional tier1 capital,,"24,453"
44,Additional tier1capital,"(60) 24,123",（60)
45,Tier 1capital,"160,173","24,393"
51,Tier2 capital before regulatory adjustments,"25,722","148,359"
57,Total regulatory adjustments to tier 2capital,"(1,472)","25,192"
58,Tier2capital,"24,250","(1,401)"
59,Total capital,"184,423","23,791 172,150"
