Footnotes,2020,2020,2019 2018,2019 2018,2019 2018
Footnotes,$m,$m,$m $m,$m $m,$m $m
Year ended 31 Dec,,,,,
Adjusted profit before tax,"12,149","12,149","22,149 21,199","22,149 21,199","22,149 21,199"
Significant items,"(3,372)","(3,372)","(8,924)","(8,924)","(1,828)"
-customer redress programmes (revenue),(21),(21),（163),（163),53
"：disposals,acquisitions and investment in new businesses (revenue)",(10),(10),768,768,(113)
-fair value movements on financialinstruments 1,264,264,84,84,(100)
- restructuring and other related costs (revenue) 2,(170),(170),1,1,1
costs of structural reform 3,1,1,(158),(158),(361)
- customer redress programmes (operating expenses),54,54,"(1,281)","(1,281)",(146)
"-disposals,acquisitions and investment in new businesses (operating expenses)",1,1,1,1,(52)
impairment of goodwill and other intangible assets,"(1,090)","(1,090)",,"(7,349)",一
-past service costs of guaranteed minimum pension benefits equalisation,(17),(17),,,
-past service costs of guaranteed minimum pension benefits equalisation,(17),(17),1,1,
-past service costs of guaranteed minimum pension benefits equalisation,(17),(17),1,1,(228)
-restructuring and other related costs (operating expenses) 4,(1.908),(1.908),(827),(827),(66)
- settements and provisions in connection with legal and other regulatory matters,(12),(12),61,61,(816)
-impairment of goodwill(share of profit in associates and joint ventures) 5,,(462),1,1,1
- currency translation on significant items,,,(59),(59),1
Currency translation,,,122 519,122 519,122 519
Reported profit before tax,"8,777 13,347 19,890","8,777 13,347 19,890","8,777 13,347 19,890","8,777 13,347 19,890","8,777 13,347 19,890"
