,Carrying amount of:,Carrying amount of:,Fair value of:,Fair value of:,Fair value of:
,Transferred assets,Associated liabilities,Transferred assets,Associated liabilities,Net position
,$m,$m,$m,$m,$m
At 31Dec 2020,,,,,
Repurchase agreements,"52,413","51,092",,,
Securities lending agreements,"38,364",124,,,
Other sales (recourse to transferred assets only),"3,564","3,478","3,619","3,564",55
At 31 Dec 2019,,,,,
Repurchase agreements,"45,831","45,671",,,
Securities lending agreements,"35,122","3,225",,,
Other sales (recourse to transferred assets only),"2,971","2,885","2,974","2,897",77
