,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Allowance for
,,,,Sub-,Credit,ECL/other credit,Allowance for
,Strong $m,Good $m,Satisfactory $m,standard $m,impaired $m,Total $m,provisions $m
,In-scope for IFRS 9,,,,,,
Loans and advances to customers held at amortised cost,,,"36,970","19,372","1,052,477","(14,490)","1,037,987"
-personal,"506,231 357,821","233,320 53,892","256,584 38,520","4,965","5,611 460,809","(4,731)","456,078"
- corporate and commercial,"120,971","158,601","203,560","30,718","13,238 527,088","(9,494)","517,594"
- non-bank financial institutions,"27,439","20,827","14,504","1,287",523,"64,580","(265) 64,315"
Loans and advances to banks held at amortised cost,"71,318","5,496","3,568","1,276",1,"81,658","(42) 81,616"
Cash and balances at central banks,"302,028","1,388","1,070",1,1,"304,486","(5) 304,481"
Items in the course of collection from other banks,"4,079",9,6,1,1,"4,094","4,094"
Hong Kong Government certificates of indebtedness,,,,,,,二
Reverse repurchase agreements-,"40,420",二,二,二,1,"40,420","二 40,420"
non-trading Financial investments,"177,457 77,361","40,461 9,781","12,398 1,537",312 1,1 39,"230,628 88,719","1 230,628 (80) 88,639"
"Prepayments,accrued income and other assets",,,,,,,
-endorsements and acceptances,"81,886 1,458","10,129 4,355","11,570 4,245",298 229,178 20,"104,061 10,307","(90) 103,971 (30) 10,277"
-accrued income and other,"80,428","5,774","7,325",69,158,"93,754","(60) 93,694"
Debt instruments measured at fair value through other,,,,,,,
comprehensive income1,"367,685","12,678","10,409",825,306,"391,903 (141)","391,762"
Out-of-scope for IFRS 9 Trading assets,,,,,,,
Other financial assets designated,"117,972","14,694","20,809",829,43,"154,347","二 154,347"
and otherwise mandatorily measured at fair value through,,,,,,,
profit or loss Derivatives,"6,440 243,005","2,378","1,827",109,1,"10,754","1 10,754"
Total gross carrying amount on,,"54,581","8,709","1,359",72,"307,726","307,726"
balance sheet Percentage of total credit quality,"1,995,882","384,915","328,487","41,979","20,010","2,771,273","(14,848) 2,756,425"
Loan and other credit-related,72.0%,13.9%,11.9%,1.5%,0.7%,100%,
commitments Financial guarantees,"400,911","157,339","90,784","9,668","1,081","659,783","(734) 659,049"
In-scope: Irrevocable loan commitments and financial,"6,356","5,194","5,317","1,247",270,"18,384","(125) 18,259"
guarantees,"407,267","162,533","96,101","10,915","1,351","678,167","(859) 677,308"
Loan and other credit-related commitments,"59,392","62,664","59,666","2,837",430,"184,989","1 184,989"
Performance and other guarantees Out-of-scope: Revocable loan,"26,082","27,909","21,256","2,112",755,"78,114","(226) 77,888"
commitments and non- financial guarantees,"85,474","90,573","80,922","4,949","1,185","263,103","(226) 262,877"
