Risk,Trend Mitigants,
Externally driven Geopolitical and,1,"We monitor developments in geopolitical and macroeconomic risk and assess what impacts these may have on our portfolios.The Covid-19outbreak,heightened US-China geopolitical tensionsand the UK's withdrawal from"
macroeconomic risks,,"theEUhave resulted inan unprecedented global economic slowdown,leading toasignificantincrease incredit stress in our portfolio.We have increased the frequencyand depth of monitoring activities,and performed stress tests and other sectoral reviews to identify portfolios or customers who were experiencing,or were likely to experience,financial difficulty as a result."
Cyber threat and unauthorised access to systems,,"We help protect HSBC and our customers by continuing to strengthen our cyber defences,helping enable the safe execution of our business priorities and the security of our customers'information. Ourdata-driven approach,grounded in strong controls that help to mitigate advanced cyber threats,enhances ourcapability in threat detection,access controls and resiliency."
"Regulatory compliance risk environment, including conduct",,"We monitor regulatory developments closelyand engage with regulators,as appropriate,to helpensure that newregulatory requirements are implemented effectivelyand in a timely way.Inaddition to developments driven by the Covid-19 outbreak,weare keeping abreast of the emerging regulatory agenda,which is increasingly focusedon diversity,sustainable development,climatechange,operational resilience and digital services and innovation. We continued to support the business and our customers throughout the Covid-19 outbreak,while ensuring that"
Financial crime risk environment,▲,"ourcontrols remained effective to manage financial crime risk.We progressed with our plans to improve our fraud controlsandcontinue to invest inbothadvancedanalyticsandartificial inteligence(Al),whichremain key components of our next generation of tools to fightfinancial crime.Additionallywe continued to update our policies and controls in response to new,increasinglycomplexsanctions and export control regulations,which reflected heightened geopolitical tensions."
Ibor transition,▲,"We remain focused on providing alternative near risk-free rate products,and the supporting processes and systems,to replace alloutstanding Ibor-linked contracts that are ona demise path.Weengage with industry participants and regulatory working groupstoaidanorderly transition within the required timelines.Inlightof delays inmarketandclient readinesscaused bythe Covid-19 outbreak,weare engaging and prioritising clients for transition of their outstanding contracts linked to Ibors that already have a confirmed demise."
Climate-related risks,▲,"We continue toenhance the identification,oversightand managementof climate risk.In 2020,we enhanced our climate risk appetite statement with quantitative metrics to articulate the risksfrom climate change,and formalised our overall approach to climate risk management.We also started to integrate climate risk into the Group-wide risk management framework (see our TCFD Update 2020 for further information)."
Internally driven,,
IT systems infrastructure and resilience,▲,"We actively monitor and improve service resilience acrossour technology infrastructure to minimise service disruption to our customers,and enhance our service management disciplines and change execution capabilities.We continued to adapt our IT systems during 2020 to support our customers and operations during the Covid-19 outbreak."
"Risks associated with workforce capability, capacity and environmental factors with potential impact on growth",,We monitor workforce capacity and capability requirements in line with our published growth strategy and anyemerging issues in the markets in which we operate.We have put in place measures to help ensure that our people are supported and able to work safely during the Covid-19 outbreak.We are monitoring people risks that may arise due to business transformation to help ensure that we sensitively manage any redundancies and support impacted employees.
Risks arising from the receipt of services from third parties,?,"We continue to enhance our third-party risk management programme to help ensure engagements comply with ourthird-partyrisk policyand required standards.We work closely with providers to monitorperformance.In 2021,we willcontinue to strengthenour third-partyrisk framework and improve our technology,process and people capabilities."
Model risk management,D,"We continue to strengthen our oversight of models and the second line of defence Model Risk Management function.We are embedding anew model riskpolicy, which includes updated controls around the monitoring and use of models.We have developed new model risk appetite measures,which we expect to implement in the first quarter of 2021.Aredevelopment ofour IFRS 9and capital models is underway to reflect the potential effects of the extreme economic shocks and various government support measures as a consequence of the Covid-19 outbreak."
Data management,>,"We continue to enhance and advance our insights,data aggregation,reporting and decisions through ongoing improvementand investments indata governance,dataquality,data privacy,dataarchitecture,and analytics (including machine learning and Al capabilities).Our work to modernise ourdata infrastructure also continues,building on the Cloud to increase flexibilityand scalabilityand improve ourfit-for-purpose data whilealso respecting the evolving regulatory landscape regarding the localisation of data.This isacrucial"
Change execution risk,,"component of effectively managing our risk. We haveestablished a global transformation programme tooversee allinitiatives mobilised to deliver the commitments made to restructure the business and reduce costs.The related execution risks are being monitored and managed,recognising that many initiatives impact our colleagues and require continued investment in technology.We are working to strengthen ourchange management practices to deliver changes"
