,Gross carrying amount,Gross carrying amount,Gross carrying amount,Allowance for ECL,Allowance for ECL,Allowance for ECL,Allowance for ECL,Allowance for ECL
,Stage 1,Stage 2,Stage 3,Total,Stage 1,Stage 2,Stage3,Total
By portfolio,$m,$m,$m,$m,$m,$m,$m,$m
First lien residential mortgages,"312,031",7077,"3,070","322,178",（39）,(68),(422),(529)
-of which:interest only (including offset),"31,201","1,602",376,"33,179",（6,（15),（91),(112)
affordability(including USadjustablerate,,,,,,,,
mortgages),"14,222",796,514,"15,532",（3,（3,(3,（9
Other personal lending,"101,638","8,674","1,781","112,093",(544),"(1,268)",（793),"(2,605)"
-other,"77,031",4.575,"1,193","82,799",(229),（451),(491,"(1,171"
- credit cards,"22,285","3,959",524,"26,768",(310),(801),(284),"(1,395)"
- second lien residential mortgages,750,84,55,889,(1,(6),(10),(17)
-motor vehicle finance,"1,572",56,9,"1,637",（4),(10,8,(22)
At31Dec 2019,"413,669","15,751","4,851","434,271",(583),"(1,336)","(1,215)","(3,134)"
By geography,,,,,,,,
Europe,"186,561","6,854",,"195,750",,,,
- of which: UK,"153,313","5,455","2,335",,(112),（538）,(578),"(1,228)"
,,,"1,612","160,380 180,095",(104),（513),(370),（987)
Asia,"173,523","5,855",717,"119,953",(223),(339),(170),(732)
-of which:Hong Kong MENA,"117,013","2,751 247",189 299,,（90),(220),（44),(354)
North America,"5,671 41,148","1,930","1,238","6,217 44,316",（50） （56),（58) (119),(189) （141),(297)
Latin America,"6,766",865,262,"7,893",(142),(282),（137),(316) (561)
At31Dec 2019,"413,669","15,751","4,851","434,271",（583）,"(1,336)","(1,215)","(3,134)"
Nominal amount,Nominal amount,Nominal amount,Nominal amount,Nominal amount,Allowance for ECL,Allowance for ECL,Allowance for ECL,Allowance for ECL
,Stage 1,Stage 2,Stage 3,Total,Stage 1,Stage 2,Stage 3,Total
,$m,$m,$m,$m,$m,$m,$m,$m
Europe,"51,575",604,110,"52,289",(10),(2),1,(12)
of which:UK,"49,322",493,105,"49,920",8,(1),,9
Asia,"149,336",682,9,"150,027",1,一,,1
-of which:Hong Kong,"115,025",27,3,"115,055",,一,,1
MENA,"3,150",46,53,"3,249",1,1,一,二
North America,"13,919",256,20,"14,195",(1),1,1,(1)
Latin America,"4,312",43,3,"4,358",（3),1,一,（3
At 31 Dec 2019,"222,292","1,631",195,"224,118",(14),(2),,(16)
