,Of which:,Of which:,Of which:,Of which:,Of which:,
,Total Gross carrying/,ECL,UK Gross carrying/,ECL,HongKong Gross carrying/,
,nominal amount $m,coverage %,nominal amount $m,coverage %,nominalamount $m,ECL coverage %
Stage1,Stage1,Stage1,Stage1,Stage1,,
Not collateralised,"61,820 89,319",0.1,"7,266",0.1,"32,478",
Fully collateralised,,0.1,"18,535",二,"41,798",二
LTV ratio:,,,,,,
less than 50%,,"46,318",0.1,"7,018",0.1,"28,776 1"
51% to 75%,,"32,583",0.1,"9,349","10,815",0.1
-76% to 90%,,"5,018",0.1,"1,649","二 0.1 1,436",0.1
- 91% to 100%,"5,400",0.2,519,二,771,二
Partially collateralised (A):,"6,563",0.2,682,二,"1,627",0.1
- collateral value on A,"3,602",0.1,"535 26,483",0.1,"1,142",
"Total 157,702","Total 157,702","Total 157,702","Total 157,702","Total 157,702","75,903",二
Stage2,,,,,,
,,,,,,440
Not collateralised Fully collateralised,"3,040 5,184",1.2 1.1,"1,857 1,419",1.2 1.2,"1,501",0.2
LTV ratio:,,,,,,0.6
- less than 50%,"2,167",1.1,615,1.8,955,
51% to 75%,"1,986",0.9,712,0.6,497,0.3
-76% to 90%,333,2.1,,16 6.3,29,1.0 二
- 91% to 100%,698,1.1,76,1.3,20,二
Partiallycollateralised (B):,500,0.6,296,0.3,42,二
- collateral value on B,203,,,56,25,
Total,"8,724",1.1,"3,572",1.1,"1,983",0.5
Stage3,Stage3,Stage3,Stage3,Stage3,Stage3,
Not collateralised,315,57.8,66,92.4,二,
Fully collateralised,557,14.9,,404 12.9,17,1 11.8
LTV ratio:,,,,,,
- less than 50%,,87,16.1,42,7.1,6 16.7
51% to 75%,90,,7.8,69,4.3,10 二
76% to 90%,89,15.7,,72 4.2,,
-91% to 100%,291,16.5,221,19.5,1,二
Partially collateralised (C):,773,41.5,507,27.8,二,二
- collateral value on C,380,,166,,,二
Total,"1,645",35.6,977,26.0,二 17,
POCI,POCI,POCI,POCI,POCI,,11.8
Not collateralised,1,,,,,
Fully collateralised,,,一,,,
LTV ratio:,,,,,,
less than 50%,,,,,,
-51% to 75%,,,一,,,
- 76% to 90%,,,,,,一
-91% to 100%,,一,,,,
Partially collateralised (D):,,一 二,,,,一
- collateral value on D,,,,,一,一
Total,1,二,,二 二,二,二
At 31Dec 2019,"168,072",0.5,"31,032",1.0,"77,903",0.1
