,Favourable change,Favourable change,Unfavourable change,Unfavourable change,Unfavourable change,Unfavourable change
,,Increase in VIU,vIu,,Decrease in VIU,vIU
,bps,$bn,$bn,bps,$bn,$bn
At31Dec 2020,,,,,,
Long-term profit growth rate,1,1,21.8,(50),(1.3),20.5
Long-term asset growth rate Discount rate,(50) 二,1.4 1.2,23.2 23.0,二 53,二 (1.2),21.8 20.6
,2020 to 2024: 96,,,2020 to 2024: 122,(2.1),19.7
Expected credit losses as a percentage of customer advances,2025 onwards: 76,2.3,24.1,2025 onwards: 95,,
Risk-weighted assetsasapercentage of total assets,(40),0.1,21.9,166,(0.8),21.0
Operating income growth rate,2,0.2,22.0,(69),(1.5),20.3
Cost-income ratio,(149),1.3,23.1,120,(1.2),20.6
Long-term effective tax rate,(316),0.9,22.7,820,(2.2),19.6
Capital requirements-capital adequacy ratio,二,二,21.8,297,(7.8),14.0
Capital requirements -tier 1 capital adequacy ratio,二,二,21.8,263,(5.3),16.5
At 31Dec 2019,,,,,,
Long-term profit growth rate,二,,21.5,(50),(1.3),20.2
Long-term asset growth rate,（50),1.4,22.9,二,1,21.5
Discount rate,(54),1.4,22.9,56,(1.2),20.3
Expected credit losses as a percentage of customer advances,2019 to 2023:90,1.0,22.5,2019 to 2023:108,(1.2),20.3
Risk-weighted assets as a percentage of total assets,2024 onwards:70,,,2024 onwards:81,,
Operating income growth rate,(96) 14,0.4,21.9 21.8,12 (102),,21.5
Cost-income ratio,(175),1 1.0,22.5,95,(1.8) (1.2),19.7
Long-term effective tax rate,(352),1.0,22.5,250,(0.7),20.3 20.8
Capital requirements-capital adequacy ratio,二,二,21.5,337,(8.2),13.3
Capital requirements-tier1 capital adequacy ratio,二,1,21.5,322,(6.0）,15.5
