Registered offices,Registered offices
38 39,"Konigsalee21/23,Dusseldorf,Germany,40212 No.44 Xin Ping Road Central,Encheng,Enping,Guangdong,"
,"China,529400"
40,"Room1701-010 HeungKong Building,37Jin Long Rd, Nansha District, Guangzhou, China"
41,"34/F and 36/F,Hang Seng Bank Tower 1000 Lujiazui Ring Road,PilotFreeTradeZone,Shanghai,hanghaiCina, 200120"
42,"Claude Debussylaan 10 Offce Suite 20,1082MD,Amsterdam,"
43,"Netherlands Commerce House,Wickhams Cay1,P.O.Box3140,Road"
44,"Town,Tortola,BritishVirgin lslands,VG11 1 Queen'sRoadCentral,HongKong"
45,The Corporation Trust Company of Nevada311 S.Division
46,"Street,Crityedate0 CorporationServiceCompany2711CentervilleRoad,Suite"
,"400,Wilmington,Delaware,UnitedStatesofmerica9808"
47 48,"HSBC House Esplanade,St.Helier,Jersey,JE48UB 10th Floor South Tower,Bangunan HSBC,No.2,Leboh"
,"Ampang,Kuala Lumpur,Malaysia,50100"
49,"13th Floor,South Tower2LebohAmpang,KualaLumpur, Malaysia,50100"
50,"10Marina Boulevard #48-01 Marina Bay Financial Centre, Singapore, 018983"
51,"52/60MGRoadFort,Mumbai,India,400001"
52 53,"16Boulevardd'Avranches,Luxembourg, Luxembourg,L-1160 557Bouchard Level 20,Ciudad de Buenos Aires,Capital"
,"federal,Argentina, C1106ABG"
54,"3rd Floor Merchantile Bank Chamber16, Veer Nariman Road, Fort,Mumbai, India,400001 Immeuble Coeur Defense 110 esplanade du Général de Gaulle,"
55,"Courbevoie,France,92400 Level36Tower1 International Towers Sydney,100"
,"Barangaroo Avenue,Sydney, New South Wales,Australia, 2000"
57,"Isidora Goyenechea 2800 23rd floor,Las Condes,Santiago, Chile,7550647"
58,"HSBC Building Shanghai ifc,8CenturyAvenue,Pudong, Shanghai,China,200120"
59 60,"6thfloorHSBCCentre18,Cybercity,Ebene,Mauritius,7201 2 Paveletskaya square building 2,Moscow, Russian"
,"Federation, 115054"
61,"13F-14F,333KeelungRoad,Sec.1,Taipei,110,Taiwan"
62 63,"25deMayo471,Montevideo,Uruguay,1100 The Metropolitan 235 Dong Khoi Street,District 1,Ho Chi Minh"
,"City, Viet Nam"
64,"Esentepemah.Buyukdere CaddesiNo.128,stanbul,urkey 34394"
65,"66 Teryan street, Yerevan,Armenia,0009"
66,"885WestGeorgia Street3rd Floor,Vancouver,British Columbiada"
67,"306 Corniche ElNil,P.O.Box124,Maadi,Egypt,11728"
68,"116ArchbishopStreet,Valletta,Malta Level1,Building No.8,Gate VillageDubai International"
69,"Financial Centre,UnitedArab Emirates,P.O.Box30444"
70,"MajerConsulting,Office54/44,BuildingA1,ResidenceRyad Anfa,Boulevard Omar El Khayam, Casa Finance City (CFC), Casablanca,Morocco"
71,"Al Khuwair Office PO Box 1727 PC111 CPO Seeb,Muscat, Oman"
72,"1800 Tysons Boulevard Suite 50,Tysons,Virginia,United"
,"States of America,22102"
73,"66WellingtonStreetWest,Suite5300,Toronto,Ontario"
Registered offices 74,Registered offices 74
,"P.O.Box 1109,Strathvale House,Ground floor,90 North Church Street, George Town, Grand Cayman, Cayman Islands, KY1-1102"
75 76,"HSBCHouseEsplanade,St.HelierJersey,J c/o Rogers Capital St. Louis Business Centre, Cnr Desroches&"
77,"StLouisStreets,PortLouisuritius 49 avenue J.F.Kennedy，Luxembourg,Luxembourg,"
78,"1855 4-17/F,Office Tower2TaiKoo Hui,No.381 Tian HeRoad,Tian"
79,"He District,Guangzhou,Guangdong,China Suite1005,10thFloor,WismaHamzahKwong,HingNo.1,"
80,"Leboh Ampang,Kuala Lumpur,Malaysia, 50100 HSBC,FilinvestOneBldg NorthgateCyberzone,Filinvest"
81,"Corporate City,Alabang,Muntinlupa CityPhilippines781 HSBC HousePlotNo.8SurveyNo.64 (Part),HghtecCity"
82,"LayoutMadhapur,Hyderabad,India,00081 439,Sri Jayawardenapura Mawatha Welikada,Rajagiriya,"
83,"Colombo,SriLanka Smart Village28th Km Cairo-Alexandria Desert Road Building,"
84,"Cairo,Egypt Suite 3003381 Steeles Avenue East,Toronto,Ontario,Canada, M2H3S7"
85,"Centre Ville1341Building-4th FloorPatriarche Howayek Street (facing BeirutSouks),POBoxRiad El Solh,Lebanon,"
86,"9597 3rdFloorHBCBankMiddleEastLimitedBuildingAlSouq Road,P.OBox4604,DubaiUnitedArabEmrates"
87,"World Trade Center Montevideo Avenida Luis Alberto de Herrera1248,Torre1,Piso15,Oficina1502,Montevideo,"
88,"Uruguay,CP11300 Room 655,BuildingA,No.888,Huan Hu West Two Road, Lin Gang New Area of Shanghai (Pilot) Free Trade Zone, China,"
89,"Shanghai,Shanghai,hina HSBCHouse Esplanade,St.Helier,JerseyJE48WP"
90,"HSBC Building 11-1,Nihonbashi3-chome,Chuo-ku,Tokyo, Japan,103-0027"
91,80Mill Streetormialta101
92,"Herrengasse1-3,Wien,Austria,1010"
93,"26 Gartenstrasse,Zurich,Switzerland,002"
94,"24th Fl.97-99,Sec.2,TunhwaS.Rd.,Taipei,Taiwan,R.O.C., Taiwan"
95,"452 Fifth Avenue,New York, United States of America,"
96,"Bouchard 557,Piso 18,Cdad.Autónoma de Buenos Aires, Argentina,1106"
97,"Mareva House 4 George Street,Nassau,Bahamas"
98,"70 York Street,Toronto,Ontario,Canada,5J9"
99,"BreiteStr.29/31Dusseldorf,Germany,413"
100,"18th Floor,Tower 1,HSBC Centre 1 Sham Mong Road, Kowloon,HongKong"
101,"Level 32,HSBCMainBuilding1Queen'sRoadCentral,Hong Kong SAR,Hong Kong"
102,"7/FHSBCCentre3058FifthAveWest,Bonifacio Global City Taguig CityPhilippine"
103,"HSBCBuildingMinetElHosn,RiadelSolh,Beirut1107-2080, Lebanon,P.O.Box11-1380"
104,"300 DelawareAvenueSuite1401,Wilmington,Delaware United States OfAmerica,19801"
105,"WoodbourneHall,RoadTown,Tortola,BritishVirginIslands,"
106,"P.O. Box 916 Craigmuir Chambers,POBox71,RoadTown,TortolaBritish"
107,"Virgin Islands 9-11 Floors,NESCO ITPark BuildingNo.3Western Express"
108,"Highway，Goregaon (East),umbaiIndia,400063 3,Aboul Feda Street Zamalek,Cairo,gypt"
109,"300-885 West Georgia Street,Vancouver,British Columbia,"
,"Canada,V6C 3E9"
110,"21 FarncombeRoad Worthing,UnitedKingdom,BN112BW"
