HSBC's subsidiaries subordinated liabilities in issue,HSBC's subsidiaries subordinated liabilities in issue,HSBC's subsidiaries subordinated liabilities in issue,HSBC's subsidiaries subordinated liabilities in issue,2020 2019,2020 2019,2020 2019
Additional tier 1 capital securities guaranteed by HSBC Holdings,,1,FootnotesFirstcalldateMaturity date,,$m,$m
"10.176% non-cumulative step-up perpetual preferred securities,series 2","10.176% non-cumulative step-up perpetual preferred securities,series 2","10.176% non-cumulative step-up perpetual preferred securities,series 2","10.176% non-cumulative step-up perpetual preferred securities,series 2","10.176% non-cumulative step-up perpetual preferred securities,series 2","10.176% non-cumulative step-up perpetual preferred securities,series 2","10.176% non-cumulative step-up perpetual preferred securities,series 2"
$900m,,,Jun 2030,,900 900,900 900
£300m,Additional tier 1 capital securities guaranteed by HSBC Bank plc,1 2,,,,
f700m,5.862% non-cumulative step-up perpetual preferred securities 5.844% non-cumulative step-up perpetual preferred securities,,Apr2020 Nov2031,,1 956,420 925
Tier 2 securities issued by HSBC Bank plc,,,,,956,1.345
$750m,Undated floating rate primary capital notes,,Jun 1990,,750,750
$500m,Undated floating rate primary capital notes,,Sep 1990,,500,500
$300m,"Undated floating rate primary capital notes,series 3",,Jun 1992,May2025,300,300
$300m 7.65% subordinated notes,,,一,,300,300
,,,,,"1,850","1,850"
£300m,6.50% subordinated notes,3,Nov2025,Jul2023 Nov 2030,409,396
£350m,5.375% callable subordinated step-up notes,,,,583,549
£500m,5.375% subordinated notes,,,Aug 2033,981,875
f225m,6.25% subordinated notes,,,Jan 2041,306,296
£600m,4.75% subordinated notes,,,Mar2046,812,785
,,,,,"3,091",2.901
"4,941","4,941","4,941","4,941","4,941","4,941","4,941"
Tier 2 securities issued by The Hongkong and Shanghai Banking Corporation Ltd,,,,,,"4,751"
$400m Primary capital undated floating rate notes (third series),,,Jul1991,,400,400
Tier2 securities issued by HSBC Bank Malaysia Berhad,,,Nov 2022,Nov2027,400,400
MYR500m 5.05% subordinated bonds 7,MYR500m 5.05% subordinated bonds 7,MYR500m 5.05% subordinated bonds 7,MYR500m 5.05% subordinated bonds 7,MYR500m 5.05% subordinated bonds 7,MYR500m 5.05% subordinated bonds 7,MYR500m 5.05% subordinated bonds 7
,,,,,124 124,122 122
Tier 2 securities issued by HSBC USA Inc. 7,Tier 2 securities issued by HSBC USA Inc. 7,Tier 2 securities issued by HSBC USA Inc. 7,Tier 2 securities issued by HSBC USA Inc. 7,Tier 2 securities issued by HSBC USA Inc. 7,Tier 2 securities issued by HSBC USA Inc. 7,Tier 2 securities issued by HSBC USA Inc. 7
$750m 5.00% subordinated notes,,8,,Sep2020,1,
$250m 7.20% subordinated debentures,,,,Jul2097,,748
,,,,,222 200,221 202
Other subordinated liabilities each less than $150m,Other subordinated liabilities each less than $150m,Other subordinated liabilities each less than $150m,Other subordinated liabilities each less than $150m,Other subordinated liabilities each less than $150m,Other subordinated liabilities each less than $150m,Other subordinated liabilities each less than $150m
,,,,,422,"1,171"
"Tier 2 securities issued by HSBC Bank USA, NA.",,8,,Aug2020,二,1.246
"$1,250m 4.875% subordinated notes $1,000m 5.875% subordinated notes",,5,,Nov 2034,497,463
$750m 5.625% subordinated notes,,5,,Aug 2035,533,496
$700m 7.00% subordinated notes,,,,Jan 2039,700,700
Tier 2 securities issued by HSBC Finance Corporation,,,,,"1,730",2.905
$2.939m 6.676% senior subordinated notes 67,$2.939m 6.676% senior subordinated notes 67,$2.939m 6.676% senior subordinated notes 67,$2.939m 6.676% senior subordinated notes 67,$2.939m 6.676% senior subordinated notes 67,$2.939m 6.676% senior subordinated notes 67,$2.939m 6.676% senior subordinated notes 67
Tier 2 securities issued by HSBC Bank Canada Other subordinated liabilities each less than $150.00m,,,Oct 1996,Nov2083,9,26
9 Securities issued by other HSBC subsidiaries,9 Securities issued by other HSBC subsidiaries,9 Securities issued by other HSBC subsidiaries,9 Securities issued by other HSBC subsidiaries,9 Securities issued by other HSBC subsidiaries,9 Securities issued by other HSBC subsidiaries,9 Securities issued by other HSBC subsidiaries
Other subordinated liabilities each less than $200m,4,,,,232,26 236
"Subordinated liabilities issued by HSBC subsidiaries at 31 Dec 10,223","Subordinated liabilities issued by HSBC subsidiaries at 31 Dec 10,223","Subordinated liabilities issued by HSBC subsidiaries at 31 Dec 10,223","Subordinated liabilities issued by HSBC subsidiaries at 31 Dec 10,223","Subordinated liabilities issued by HSBC subsidiaries at 31 Dec 10,223","Subordinated liabilities issued by HSBC subsidiaries at 31 Dec 10,223","Subordinated liabilities issued by HSBC subsidiaries at 31 Dec 10,223"
"See paragraph below,'Guaranteed by HSBC Holdings or HSBC Bank plc'. 2 HSBC Bank plc exercised thecalloption on the security in April 2020and the security wassubsequently redeemed.",,,,,,"12,363"
"3 TheinterestratepayableafterNovember2025isthesumofthethree-monthsterling Liborplus1.5percentagepoints. TheseecuritieddaiaseofCbetfreddiodaeittaatiose CRI,ith","3 TheinterestratepayableafterNovember2025isthesumofthethree-monthsterling Liborplus1.5percentagepoints. TheseecuritieddaiaseofCbetfreddiodaeittaatiose CRI,ith","3 TheinterestratepayableafterNovember2025isthesumofthethree-monthsterling Liborplus1.5percentagepoints. TheseecuritieddaiaseofCbetfreddiodaeittaatiose CRI,ith","3 TheinterestratepayableafterNovember2025isthesumofthethree-monthsterling Liborplus1.5percentagepoints. TheseecuritieddaiaseofCbetfreddiodaeittaatiose CRI,ith","3 TheinterestratepayableafterNovember2025isthesumofthethree-monthsterling Liborplus1.5percentagepoints. TheseecuritieddaiaseofCbetfreddiodaeittaatiose CRI,ith","3 TheinterestratepayableafterNovember2025isthesumofthethree-monthsterling Liborplus1.5percentagepoints. TheseecuritieddaiaseofCbetfreddiodaeittaatiose CRI,ith","3 TheinterestratepayableafterNovember2025isthesumofthethree-monthsterling Liborplus1.5percentagepoints. TheseecuritieddaiaseofCbetfreddiodaeittaatiose CRI,ith"
4,,,,,,
longer eligible for inclusion in the capital baseof HSBC.,,,,,,
5,HSBCtenderedforthesesecuritiesinNovember219.Theprincipalblanceis$58mand$383mespectivelyheoriginalnotionallueof,,,,,
,"these securities are $1,000m and $750m respectively. 6HSBCtenderedforthesesecuritiesin01IJauary18furthertenderwasoductedeprcialbalanceis$50meiginal",,,,,
,"notional of these securities is $2,939m.This instrument matured and settled in January 2021.",,,,,
