2020 2019Footnotes $m $m,2020 2019Footnotes $m $m,2020 2019Footnotes $m $m,,
2020 2019Footnotes $m $m,2020 2019Footnotes $m $m,2020 2019Footnotes $m $m,2020,2019
2020 2019Footnotes $m $m,2020 2019Footnotes $m $m,2020 2019Footnotes $m $m,$m,$m
US Treasury and US Government agencies 2,"17,393 25,722","17,393 25,722",,
UK Government,"8,046 10,040","8,046 10,040",,
Hong Kong Government,"6,500 9,783","6,500 9,783",,
Other governments,"70,580 72,456","70,580 72,456",,
Asset-backed securities 3,"4,253 4,691","4,253 4,691",,
Corporate debtand other securities,"20,109 25,140","20,109 25,140",,
Equity securities,"77,643 78,827","77,643 78,827",,
At 31Dec,"204,524 226,659","204,524 226,659",,
