IFRS 9 ECL sensitivity to future economic conditions,Gross carrying amount^2,Reported ECL,Central scenario ECL,Upside scenario ECL,Downside scenario ECL,Additional Downside scenario ECL
ECL of loans and advances to customers at 31 December 2020^1,$m,$m,$m,$m,$m,$m
UK,"430,555","2,077","1,514","1,026","2,271","3,869"
US,"201,263",369,314,219,472,723
Hong Kong,"452,983",474,388,211,672,"1,363"
Mainland China,"118,163",116,93,28,252,"1,158"
Canada,"85,720",183,140,82,253,528
Mexico,"25,920",246,222,177,285,437
UAE,"44,777",250,241,190,330,536
France,"164,899",117,109,97,,238
