Footnotes,Footnotes,,2020,2019
Footnotes,Footnotes,$m,$m,$m
Current tax 1,Current tax 1,"2,700","3,768","4,195"
-for this year,-for this year,"2,883(183)","3,68979","4,15837"
- adjustments in respect of prior years,- adjustments in respect of prior years,"2,883(183)","3,68979","4,15837"
Deferred tax,Deferred tax,(22),871,670
：origination and reversal of temporary differences,：origination and reversal of temporary differences,(341),684,656
- effect of changes in tax rates,- effect of changes in tax rates,58,(11),17
- adjustments in respect of prior years,- adjustments in respect of prior years,261,198,(3
"Year ended 31Dec 2 2,678 4,639 4,865","Year ended 31Dec 2 2,678 4,639 4,865","Year ended 31Dec 2 2,678 4,639 4,865","Year ended 31Dec 2 2,678 4,639 4,865","Year ended 31Dec 2 2,678 4,639 4,865"
