Reconciliation of reported and adjusted items (continued),,,,,,
Reconciliation of reported and adjusted items (continued),2019,2019,2019,2019,2019,2019
Reconciliation of reported and adjusted items (continued),Europe,,,North,Latin,
Footnotes,$m,Asia $m,MENA $m,America $m,America $m,Total $m
Revenue,1,,,,,
,,"30,419","3,710","6,587","3,516","56,098"
Reported,2 2,"18,056 125",,,,(471)
Currency translation,,30,34 35,(26) (826),(17) 68,(613) 10
Significant items,,,,,,(683
- customer redress programmes,,163,,,,163 (768)
"- disposals,acquisitions and investment in new businesses",,1 (137),1 35,(828),,(84)
-fair value movements on financial instruments,,4,二,2,,
- currency translation on significant items,,,,,,6
Adjusted,"18,211","30,488","2,858","6,638","2,913","54,944"
ECL,,,,(237),,
Reported,（938),（724),(117),,（740) 129,"(2,756)"
Currency translation,,(2),,2,,129
Adjusted,,（940),（724),(115),(237),"(611) (2,627)"
Operating expenses,"(21,759)",,,,,
Reported,,"(13,297)",,"(1,549)","(5,583) (2,389)","(42,349)"
Currency translation,2 5,(166),25 126,28,11 543,223
Significant items,,"4,495",,112,369,"9,607"
- costs of structural reform,,154,,,,158
- customer redress programmes,,"1,281 2,522",,,,"1,281"
- goodwill impairment - restructuring and other related costs,,,97,431,337,"7,349"
,538,123,15,113,38,827
- settlements and provisions in connection with legal and regulatory matters - currency translation on significant items,(60）,(1),1,1 (1),1,(61)
Adjusted,,二,,,6,53
,"(17,430)","(13,146)","(1,409)","(5,029)","(1,669)","(32,519)"
Share of profit/(loss) in associates and joint ventures,,,,,,
Reported,(12),"2,070",283,,13,"2,354"
Currency translation,二,(1),二,,(2),（3
Adjusted,(12),"2,069",283,,11,"2,351"
Profit/(loss) before tax,,,,,,
Reported,"(4,653)","18,468","2,327",767,400,"13,347"
Currency translation,(43),58,4,(6),(135),(122)
Significant items,"4,525",161,（714),611,379,"8,924"
revenue,30,35,(826),68,10,（683
-operating expenses,"4,495",126,112,543,369,"9,607"
Adjusted Loans and advances to customers (net),(171),"18,687","1,617","1,372",644,"22,149"
,"393,850",,,,,
Reported,,"477,727","28,556","113,474","23,136","1,036,743"
Currency translation,"18,021","9,114",（537),964,"(1,609)","25,953"
Adjusted,"411,871","486,841","28,019","114,438","21,527","1,062,696"
Customer accounts,,,,,,
Reported,"528,718","697,358","38,126","146,676","28,237 979","1,439,115"
Currency translation,"22,977","10,172",(731),,"(2,305)","31,092"
Adjusted,"551,695","707,530","37,395","147,655","25,932","1,470,207"
