2020 Director/employees Base salary/fees Benefits Annual incentive,2020 Director/employees Base salary/fees Benefits Annual incentive,2020 Director/employees Base salary/fees Benefits Annual incentive
Executive Directors1,,
NoelQuinn1,151.7%,353.7% 20.2%
Ewen Stevenson,2.6% -25.0%,-58.4%
Non-executive Directors²,,
Kathleen Casey (retired on 24 April 2020),-65.0% 200.0%,
Laura Cha,97.0%,-
Henri de Castries,4.1%,-75.0%
James Forese,- -,
Steven Guggenheimer Irene Lee,- -,
José Antonio Meade Kuribrena,20.3% 28.7%,-100.0% = 100.0%
Heidi Miller,1.1%,-100.0%
Eileen Murray,,
DavidNish,-,-50.0%
Sir Jonathan Symonds (retired on 18 February 2020),108.7% -86.5%,
Jackson Tai,-10.8%,-4.8% -78.9%
MarkTucker,-%,-77.5%
Pauline vander Meer Mohr,17.7%,-75.0%
Employee group,2.0%,2.3% -20.0%
