,"Credit risk, counterparty credit risk and operational risk","Credit risk, counterparty credit risk and operational risk","Credit risk, counterparty credit risk and operational risk","Credit risk, counterparty credit risk and operational risk","Credit risk, counterparty credit risk and operational risk","Credit risk, counterparty credit risk and operational risk",Total
,Europe,Asia,MENA,North America,Latin America,Market risk,Total
,$bn,$bn,$bn,$bn,$bn,$bn,RWAs $bn
RWAsat1Jan 2020,257.9,345.9,55.5,117.6,36.6,29.9,843.4
Asset size,(9.9),3.4,1.1,(6.1),0.7,1.1,(9.7)
Asset quality,7.2,10.9,1.3,4.6,0.5,二,24.5
Model updates,1.7,0.3,二,(0.6),二,(2.0),(0.6)
Methodology and policy,(6.8),(3.0),(0.2),(3.2),(0.5),(0.5),(14.2)
Acquisitions and disposals,二,二,1.0,二,二,二,1.0
Foreign exchange movements,10.7,5.8,(0.9),0.8,(3.3),二,13.1
TotalRWAmovement RWAsat31Dec2020,2.9 260.8,17.4 363.3,2.3 57.8,(4.5) 113.1,(2.6) 34.0,(1.4) 28.5,14.1 857.5
