,2020,2020,2020,2020,2020
,Wealth and Personal Banking,Commercial Banking,Global Banking and Markets,Corporate Centre,Total
Funds under management,$m,$m 126,$m,$m,$m
,"1,686",,477,二,"2,289"
Cards,"1,564",360,25 616,二,"1,949"
Broking income,862,61,,二,"1,539"
Credit facilities,93,740,626,二,"1,459"
Account services,431,598,264,二,"1,293"
Underwriting,5,9,"1,002",(1),"1,015"
Global custody,189,22 18,723,二,934
Unit trusts,881,313,二 288,二,899
Remittances,77,417,160,(1),677
Imports/exports,1 307,17,1,1,577
Insurance agency commission,"1,123",893,"2,369","二 (2,290)",325
Other Fee income,"7,218","3,574","6,551","(2,292)","2,095"
,"(1,810)",(349),"(3,284)","2,266","15,051"
Less: fee expense,"5,408","3,225","3,267",(26),"(3,177)"
Net fee income,,,,,"11,874"
