Particulars,Particulars,Particulars,Particulars,Particulars,Particulars
"March 31, 2021","March 31, 2021","March 31, 2021",,"March 31, 2020","March 31,2020"
Deferred tax asset arising out of:,Deferred tax asset arising out of:,Deferred tax asset arising out of:,,,
Loan loss and contingencies,Loan loss and contingencies,Loan loss and contingencies,,Loan loss and contingencies,Loan loss and contingencies
"4,441.48","4,441.48","4,441.48",,"3,339.07",
Employee benefits,Employee benefits,Employee benefits,,Employee benefits,Employee benefits
67.14,67.14,67.14,,145.41,
Depreciation,Depreciation,Depreciation,,Depreciation,Depreciation
53.02,53.02,53.02,,41.25,
Others,Others,Others,,Others,Others
376.12,376.12,376.12,,309.72,
Total (a),Total (a),Total (a),,Total (a),Total (a)
"4,937.76","4,937.76","4,937.76",,"3,835.45","3,835.45"
"Deferred tax liability,Deferred tax liability,Deferred tax liability,Deferred tax liability,Deferred tax liability,Deferred tax liability","-,-,-,-,-,-",,,,
Deferred tax asset (net) (a-b),Deferred tax asset (net) (a-b),Deferred tax asset (net) (a-b),,Deferred tax asset (net) (a-b),Deferred tax asset (net) (a-b)
"4,937.76","4,937.76","4,937.76",,"3,835.45","3,835.45"
