Brief Terms of Reference /Roles and Responsibilities:,"The Corporate Social Responsibility&ESG(""CSR &ESG"") Commitee of the Board has been constituted to identify， execute and monitor CSR projectsandassist the Boardandthe Bank in fulfling itscorporate social responsibility objectives and achieving the desired results.The Commitee shallalso ensure legal and regulatory compliance from a"
Brief Terms of Reference /Roles and Responsibilities:,CSR perspective and reporting as wellas communication to allte stakeholders on the Bank's CSR initiatives.
Brief Terms of Reference /Roles and Responsibilities:,"AtitsmeetingheldonApril17,2021,theBoardofDirectorsoftheBankhasre-namedthe“Corporate SocialResponsibility (CSR) Commitee""as the “Corporate Social Responsibility &ESG(CSR &ESG) Commitee”,andthe Committe has the"
Brief Terms of Reference /Roles and Responsibilities:,"following terms of reference: To formulate the Bank's CSR Strategy, Policy and Goals"
,To monitor the Bank's CSR policy and performance
,To review the CSR projects /initiatives from time to time
,To ensure legal and regulatory compliance from a CSR viewpoint
,"To ensure reporting and communication to the Bank's stakeholders on the Bank's CSR Tomonitor the Bank's ESG Framework,strategy, goalsand disclosures"
,"Mr.Umesh ChandraSarangi (Chairman),Mr.SanjivSachar,Mr.MalayPatel,Mrs.RenuKarnad,Mr.KaizadBharuchaand Dr. (Ms.) Sunita Maheshwari."
,"During the year, Mr.Aditya Puri ceased tobea memberof the Commitee pursuantto thecessationof his tenure as a directorofthe Bankwhile Mrs.Karnad,Mr.Bharucha(witheffectfromNovember25,2020)andDr.Maheshwari(witheffect"
Meetings:,"from June 9,2021) were inducted as members on the Committee. The Commitee met three (3)times during the yearon July16,2020,October 15,2020,and January14,2021."
