Particulars,Minimum,Maximum,Dailyaverage,"Daily average Outstanding asat March 31,"
Particulars,outstanding,outstanding,outstanding,"Daily average Outstanding asat March 31,"
Particulars,during the year,during the year,during the year,2020
Securities sold under tri-party repo,,,,
1. Government securities,,"56,036.05","11,478.42","50,798.20"
2.Corporate debt securities,,,,
3.Any other securities,,,,
Securities purchased under tri-party repo,,,,
1.Government securities,,"7,700.00",319.25,
2.Corporate debt securities,,,,
3.Any other securities,,,,
