Particulars,Particulars,Particulars,Particulars,Particulars,Particulars
"March 31, 2021","March 31, 2021","March 31, 2021",,,
Deferred tax asset arising out of:,Deferred tax asset arising out of:,Deferred tax asset arising out of:,,,
Loan loss and contingencies,"5,008.70","3,618.95",Loan loss and contingencies,Loan loss and contingencies,Loan loss and contingencies
Employee benefits,79.15,,Depreciation,154.80,
Depreciation,72.96,,Others,57.78,
Others,380.83,,,312.70,
Total (a),"5,541.64",,Total (a),"4,144.23",
Deferred tax liability b,,,-,-,:
Deferred tax asset (net) (a-b),"5,541.64",,Deferred tax asset (net) (a-b),"4,144.23",
