As at 31-Mar-21,As at 31-Mar-20,SCHEDULE 2 A - MINORITY INTEREST,Minority interest at the date on which parent subsidiary relationship came into existence,Subsequent increase,Total,Includes reserves of Employee Welfare Trust of ₹ 150.12 crore (previous year ₹ 147.61 crore)
276029,276029,Minority interest at the date on which parent subsidiary relationship came into existence,,6051618,6327647,
5766413,5490384,Subsequent increase,,,,
SCHEDULE 3 - DEPOSITS,A I Demand deposits,From banks,From others,Total,II Savings bank deposits,"III Term deposits,From banks,From others,Total,Total"
38701928,36285672,(i) From banks,,2110762442,4034924747,"106458399,136163876,7191521569,13337208758,11462071336"
2072060514,1695304394,(ii) From others,,1731590066,3103769443,"7085063170,6490547951,6626711827,11462071336,,"
Total,1731590066,11462071336,Total,13337208758,11462071336,
B I Deposits of branches in India,Deposits of branches outside India,Total,Deposits of branches in India,Deposits of branches outside India,Total,
13278324337,11413640800,13337208758,11413640800,48430536,11462071336,
58884421,,,,,,
SCHEDULE 4 - BORROWINGS,I Borrowings in India,Reserve Bank of India,Other banks,Other institutions and agencies,Upper and lower tier II capital and innovative perpetual debts,"Bonds and Debentures (excluding subordinated debt),Total"
90200000,17260000,(i) Reserve Bank of India,,115042682,138040829,"693515600,749824337,211270000,218755000,389752149,1499780431,1516304315"
115042682,138040829,(ii) Other banks,,693515600,749824337,"211270000,218755000,389752149,1499780431,1516304315"
693515600,749824337,(iii) Other institutions and agencies,,211270000,218755000,"389752149,1499780431,1516304315"
211270000,218755000,(iv) Upper and lower tier II capital and innovative perpetual debts,,389752149,1499780431,1516304315
389752149,392424149,(v) Bonds and Debentures (excluding subordinated debt),,1499780431,1516304315,
1499780431,1516304315,Total,1499780431,1516304315,,
II Borrowings outside India,277187056,352038916,Total,277187056,352038916,
Secured borrowings included in I & II above: ₹ 35,132.83 crore (previous year: ₹ 36,342.70 crore) except borrowings of ₹ 44,625.92 crore (previous year: ₹ 52,524.20 crore) under repurchase transactions (including tri-party repo) and transactions under Liquidity Adjustment Facility and Marginal Standing Facility,,
