Asset,Asset,Asset,Estimated,"Estimated usefullife specified underSchedule Il of theCompanies Act, 2013",,
Asset,Asset,Asset,,"Estimated usefullife specified underSchedule Il of theCompanies Act, 2013",useful life as,life s
Asset,Asset,Asset,assessed bythe Bank,"Estimated usefullife specified underSchedule Il of theCompanies Act, 2013",,
Owned Premises,Owned Premises,Owned Premises,61years,60 years,,
Automated TellerMachines (ATMs),Automated TellerMachines (ATMs),Automated TellerMachines (ATMs),10 years,15 years,,
Electrical equipmentsand installations,Electrical equipmentsand installations,Electrical equipmentsand installations,6 to 10 years,10 years,,
Office equipments,Office equipments,Office equipments,3 to 6 years,5 years,,
Computers,Computers,Computers,3 years,3 years,,
"Modems,routers,switches, servers,networkand relatedIT equipments","Modems,routers,switches, servers,networkand relatedIT equipments","Modems,routers,switches, servers,networkand relatedIT equipments",3 to 6 years,6 years,,
Motor cars,Motor cars,Motor cars,4 years,8 years,,
Furniture and fittings,Furniture and fittings,Furniture and fittings,16 years,10 years,,
