Sr.No.,Particulars ofmeeting,,,Number,Nature of Special Resolutions
Sr.No.,Particulars ofmeeting,Venue,"Day, Date &",of SpecialResolutions,Nature of Special Resolutions
Sr.No.,Particulars ofmeeting,Venue,Time,of SpecialResolutions,Nature of Special Resolutions
Sr.No.,Particulars ofmeeting,,,"passed, if any",Nature of Special Resolutions
1,24th Annual,Birla Matushri,"Friday,",1(One),"Issue of Perpetual Debt Instruments (part ofAdditional Tier 丨 capital),Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
,General Meeting,"Sabhagar,","June 29,2018",,"Issue of Perpetual Debt Instruments (part ofAdditional Tier 丨 capital),Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
,,"19, New Marine Lines,",at 2:30 p.m.,,"Issue of Perpetual Debt Instruments (part ofAdditional Tier 丨 capital),Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
,,Mumbai- 400020,,,"Issue of Perpetual Debt Instruments (part ofAdditional Tier 丨 capital),Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
2,25th Annual,Birla Matushri,"Friday,",1 (One),"Issue of Unsecured Perpetual Debt Instruments (partof Additional Tier l capital), Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
,General Meeting,"Sabhagar,","July 12,2019",,"Issue of Unsecured Perpetual Debt Instruments (partof Additional Tier l capital), Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
,,"19, New Marine Lines,Mumbai-400020",at 2:30 p.m.,,"Issue of Unsecured Perpetual Debt Instruments (partof Additional Tier l capital), Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
,,"19, New Marine Lines,Mumbai-400020",,,"Issue of Unsecured Perpetual Debt Instruments (partof Additional Tier l capital), Tier Il Capital Bonds andLong Term Bonds (financing of infrastructure andaffordable housing) on a private placement basis.*"
3,26th Annual,Held through Video-,"Saturday,",2 (Two),"1.FRe-appointment of Mr. Malay Patel (DIN06876386) as an Independent Director.2.Issue Unsecured Perpetual Debt Instruments(part of Additional Tier 丨 capital),Tier Il CapitalBonds and Long Term Bonds (financing ofinfrastructure and affordable housing)onaprivate placement basis.*"
,General Meeting,Conferencing,"July 18,2020",,"1.FRe-appointment of Mr. Malay Patel (DIN06876386) as an Independent Director.2.Issue Unsecured Perpetual Debt Instruments(part of Additional Tier 丨 capital),Tier Il CapitalBonds and Long Term Bonds (financing ofinfrastructure and affordable housing)onaprivate placement basis.*"
,,or Other Audio-Visual,at 2:30 p.m.,,"1.FRe-appointment of Mr. Malay Patel (DIN06876386) as an Independent Director.2.Issue Unsecured Perpetual Debt Instruments(part of Additional Tier 丨 capital),Tier Il CapitalBonds and Long Term Bonds (financing ofinfrastructure and affordable housing)onaprivate placement basis.*"
,,Means,,,"1.FRe-appointment of Mr. Malay Patel (DIN06876386) as an Independent Director.2.Issue Unsecured Perpetual Debt Instruments(part of Additional Tier 丨 capital),Tier Il CapitalBonds and Long Term Bonds (financing ofinfrastructure and affordable housing)onaprivate placement basis.*"
,,Means,,,"1.FRe-appointment of Mr. Malay Patel (DIN06876386) as an Independent Director.2.Issue Unsecured Perpetual Debt Instruments(part of Additional Tier 丨 capital),Tier Il CapitalBonds and Long Term Bonds (financing ofinfrastructure and affordable housing)onaprivate placement basis.*"
,,Means,,,"1.FRe-appointment of Mr. Malay Patel (DIN06876386) as an Independent Director.2.Issue Unsecured Perpetual Debt Instruments(part of Additional Tier 丨 capital),Tier Il CapitalBonds and Long Term Bonds (financing ofinfrastructure and affordable housing)onaprivate placement basis.*"
