,(A) Number of,(B) exposure,"(C) of (B),",(D) Additional (E) Increase infunding provisions on
,accounts where,to accounts,aggregate,(D) Additional (E) Increase infunding provisions on
,resolution,mentioned at,amount of,"sanctioned, ifaccount of the"
Type of Borrower,plan has beenimplemented,(A) before,debt that was,"any, including imple-"
Type of Borrower,plan has beenimplemented,implementation,converted into,between mentation
Type of Borrower,under thiswindow,of the plan,other securities,invocation of of the
Type of Borrower,under thiswindow,,,the plan and resolutionimplementation
Type of Borrower,under thiswindow,,,the plan and resolutionimplementation
Personal Loans,"2,87,487","5,456.00",,1 545.60
Corporate persons,"1,453",444.74,,44.47
"Of which,MSMEs",64,27.08,,2.71
Others,"47,080",607.63,,= 60.76
Total,"3,36,020","6,508.37",,■ 650.83
