,,,( crore) Key,( crore) Key
Items /Related party,Promoter,Subsidiaries,management personnel,Total
Deposits taken,"3,560.67 (3,560.67)","1,300.08 (2,231.42)",60.07 (717.55),"4,920.82 (6,509.64)"
Deposits placed,0.32,10.62,-,10.94
Deposits placed,(0.47),(10.62),(0.76),(11.85)
Advances given,,"5,572.73",0.99,"5,573.72"
Advances given,1,,,
,-,"(6,032.37)",(2.32),"(6,034.69)"
Fixed assets purchased from,·,-,-,-
Fixed assets sold to,-,-,-,■
Interest paid to,10.80,14.16,8.22,33.18
Interest received from,-,440.03,0.05,440.08
Income from services rendered to Expenses for receiving services from,324.65 589.87,"66.62 2,395.60",# 0.14,391.27
,·,"3,826.49",-,"2,985.61 3,826.49"
Equity investments,-,"(3,826.49)",,"(3,826.49)"
Equity investments,-,"3,138.89",,"3,138.89"
Other Investments,=,"(3,138.89)",,"(3,138.89)"
Dividend paid to,=,-,,-
Dividend received from,-,483.04,,483.04
Receivable from,138.77,6.27,,145.04
,(138.77),(10.96),,(149.73)
,111.05,86.08,,197.13 =
Payable to,(199.27),(171.13),,(370.40)
Payable to,0.40,-,,0.40
Guarantees given,(0.41),,,(0.41)
Remuneration paid,：,=,22.48,22.48
Loans purchased from,"18,979.78",=,-,"18,979.78"
