Particulars,Minimum,Maximum,Dailyaverage,"Daily average Outstanding asat March 31,"
Particulars,outstandingduring the year during the year,outstanding,outstandingduring the year,"Daily average Outstanding asat March 31,"
Particulars,outstandingduring the year during the year,during the yea,outstandingduring the year,2021
Securities sold under tri-party repo,,,,
1.Government securities,,"62,412.35","28,907.14","30,706.00"
2.Corporate debt securities,,,,
3.Any other securities,,,,
Securities purchased under tri-party repo,,,,
1.Government securities,,"1,000.00",2.74,
2.Corporate debt securities,,,,
3.Any other securities,,,,
