Schemes\tDate of Shareholders Approval\tTotal No of Options Approved FV of ₹ 1/- each\tExercise Price FV of ₹ 1/- each\tOptions Opening balance FV ₹ 1/- each\tOptions Granted / Options Reinstated FV ₹ 1/- each\tOptions Vested FV ₹ 1/- each\tOptions Exercised & Shares Allotted of FV ₹ 1/- each\tOptions Forfeited\tOptions Lapsed\tTotal Options in Force as on March 31, 2021
Plan E-ESOS XIX\tJune 30 ,"2010\t20,00,00,000\t340.00\t17,05,500\t\t17,05,500\t\t\t\t0"
Plan D-ESOS XX\tJune 16,"2007\t15,00,00,000\t340.00\t3,45,900\t\t3,45,900\t\t\t\t0"
Plan C-ESOS XXI\tJune 17,"2005\t10,00,00,000\t340.00\t4,59,800\t\t4,59,800\t\t\t\t0"
Plan C-ESOS XXIII\tJune 17,"2005\t10,00,00,000\t417.75\t25,300\t\t15,600\t\t\t\t9,700"
Plan F-ESOS XXIV\tJune 27,"2013\t20,00,00,000\t417.75\t89,29,000\t\t53,56,100\t\t\t\t14,300\t1,55,16,200\t35,58,600"
Plan F-ESOS XXV\tJune 27,"2013\t20,00,00,000\t546.33\t2,88,83,600\t\t1,33,10,900\t\t\t\t56,500\t1,30,280\t1,58,68,540"
Plan F-ESOS XXVII\tJune 27,"2013\t20,00,00,000\t716.60\t2,07,25,292\t\t76,94,600\t\t46,69,162\t\t57,310\t0\t1,58,68,540"
Plan F-ESOS XXVIII\tJune 27,"2013\t20,00,00,000\t731.08\t30,930\t\t9,600\t\t\t\t0\t0\t30,930"
Plan G-ESOS XXIX\tJuly 21,"2016\t20,00,00,000\t1030.60\t3,31,21,820\t\t1,02,28,900\t\t26,56,010\t\t5,34,000\t3,78,530\t2,95,53,280"
Plan G-ESOS XXX\tJuly 21,"2016\t20,00,00,000\t1003.03\t8,22,660\t\t2,53,800\t\t75,350\t\t0\t0\t7,47,310"
Plan G-ESOS XXXI\tJuly 21,"2016\t20,00,00,000\t1045.23\t6,02,000\t\t1,80,600\t\t1,21,600\t\t0\t0\t4,80,400"
Plan G -ESOS XXXII\tJuly 21,"2016\t20,00,00,000\t1107.18\t5,78,000\t\t2,03,400\t\t51,200\t\t0\t0\t5,26,800"
Plan G -ESOS XXXIII\tJuly 21,"2016\t20,00,00,000\t1229.00\t4,56,15,400\t\t1,12,86,300\t\t7,22,900\t\t11,89,900\t51,600\t0\t4,36,51,000"
Plan G -ESOS XXIV\tJuly 21,"2016\t20,00,00,000\t882.85\t10,20,400\t\t2,55,400\t\t0\t\t0\t0\t10,20,400"
Plan G -ESOS XXV\tJuly 21,"2016\t20,00,00,000\t1235.80\t0\t5,74,66,600\t\t0\t\t0\t2,61,000\t0\t5,72,05,600"
Total :-\t\t\t\t14,"28,65,602\t5,74,66,600\t\t3,01,12,600\t\t2,94,90,022\t\t20,42,210\t6,31,210\t16,81,68,760"
