Name of entity,"Net assets as of March 31, 2021","Net assets as of March 31, 2021","Profit or loss for the year endedMarch 31,2021","Profit or loss for the year endedMarch 31,2021"
Name of entity,As % of,Amount***,As% of,Amount***
Name of entity,consolidated net,,consolidated profit or loss,
Name of entity,assets**,,consolidated profit or loss,
Parent:,,,,
HDFC Bank Limited,97.10%,"203,720.83",97.75%,"31,116.53"
Subsidiaries*:,,,,
1. HDFC Securities Limited,0.70%,"1,477.40",2.26%,720.52
2. HDB Financial Services Limited,4.16%,"8,721.96",1.58%,502.83
Minority Interest in all subsidiaries,0.30%,632.76,0.07%,23.56
