,,2022,2022,,2021,
Assets,Assets,,,,,
Operating lease right-of-use assets,Operating lease right-of-use assets,"$ 2,774","$ 2,774","$ 2,774","$ 2,890",
Finance lease assets(1),Finance lease assets(1),"1,620","1,620","1,620","1,000",
Total lease assets,Total lease assets,"$ 4,394","$ 4,394",$,"3,890",
Liabilities Current,Liabilities Current,Liabilities Current,Liabilities Current,Liabilities Current,Liabilities Current,Liabilities Current
Operating lease liabilities(2),Operating lease liabilities(2),$,$,$,,
,,,,,239 $ 245,222 72
Finance lease liabilities(2),Finance lease liabilities(2),Finance lease liabilities(2),Finance lease liabilities(2),Finance lease liabilities(2),Finance lease liabilities(2),Finance lease liabilities(2)
Long-term,Long-term,,,,,
Operating lease liabilities,Operating lease liabilities,,,"2,482",,"2,642"
Finance lease liabilities (3),Finance lease liabilities (3),,,"1,383",,980
Total lease liabilities,Total lease liabilities,,$,"4,349",$,"3,916"
