Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,2022,2022,2022,2021,2020,,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,,,,,,,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,$ 798,$ 798,$ 798,$ 718,$ 616,,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,(35),(35),(35),84,77,,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,,763,763,763,802,693,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,,,,,,,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,,,,,,,230,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,333,333,333,265,,,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,(5),(5),(5),11,8,,,,,,,
Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,Federal:CurrentDeferredTotal federalState:CurrentDeferredTotal stateForeign:Current,,,,,,328,328,328,276,238,,
