(in millions),"For the Years Ended December 31,","For the Years Ended December 31,","For the Years Ended December 31,","For the Years Ended December 31,",
(in millions),2020,2019,,2018,
Combustible products:,Combustible products:,Combustible products:,Combustible products:,Combustible products:,Combustible products:
European Union,$,"8,053$","8,093","8,433",
Eastern Europe,"2,250",,"2,438","2,597",
Middle East & Africa,3.031,,"3,721","3,732",
South & Southeast Asia,,"4,395","5,094","4,656",
East Asia & Australia,"2,468",,"2,693","3,074",
Latin America & Canada,"1,670",,"2,179",3.037,
Total combustible products,$,"21,867$","24,218","$ 25,529",
Reduced-risk products:,,,,,
European Union,$,"2,649$",,,
Eastern Europe,"1,128",,"1,724$",865,
Middle East & Africa,57,,844,324,
South & Southeast Asia,,1,321,382,
East Asia & Australia,"2,961",,,,
Latin America & Canada,,,"2,671","2,506",
Total reduced-risk products,$,31,27,19,
Total PMI net revenues,$,"6,827$ 28.694 $","5,587 29.805","$ 4,096 $ 29,625",
