"for the years ended December 31, 2020 2019 2018","for the years ended December 31, 2020 2019 2018","for the years ended December 31, 2020 2019 2018","for the years ended December 31, 2020 2019 2018"
"Net earnings $ 8,592 $7,728 $ 8,286","Net earnings $ 8,592 $7,728 $ 8,286","Net earnings $ 8,592 $7,728 $ 8,286","Net earnings $ 8,592 $7,728 $ 8,286"
"Other comprehensive earnings (losses), net of income taxes:","Other comprehensive earnings (losses), net of income taxes:","Other comprehensive earnings (losses), net of income taxes:","Other comprehensive earnings (losses), net of income taxes:"
Change in currency translation adjustments:,Change in currency translation adjustments:,Change in currency translation adjustments:,Change in currency translation adjustments:
"Unrealized gains (losses), net of income taxes of $94 in 2020,$(161) in 2019 and $(47) in 2018 (1,265) 505 (812)","Unrealized gains (losses), net of income taxes of $94 in 2020,$(161) in 2019 and $(47) in 2018 (1,265) 505 (812)","Unrealized gains (losses), net of income taxes of $94 in 2020,$(161) in 2019 and $(47) in 2018 (1,265) 505 (812)","Unrealized gains (losses), net of income taxes of $94 in 2020,$(161) in 2019 and $(47) in 2018 (1,265) 505 (812)"
"(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, 2019 and 2018 (Note 20) 502","(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, 2019 and 2018 (Note 20) 502","(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, 2019 and 2018 (Note 20) 502","(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, 2019 and 2018 (Note 20) 502"
Change in net loss and prior service cost:,Change in net loss and prior service cost:,Change in net loss and prior service cost:,Change in net loss and prior service cost:
"Net gains (losses) and prior service costs, net of income taxes of $139 in 2020, $247 in 2019 and $65 in 2018 (726) (454) (1,046)","Net gains (losses) and prior service costs, net of income taxes of $139 in 2020, $247 in 2019 and $65 in 2018 (726) (454) (1,046)","Net gains (losses) and prior service costs, net of income taxes of $139 in 2020, $247 in 2019 and $65 in 2018 (726) (454) (1,046)","Net gains (losses) and prior service costs, net of income taxes of $139 in 2020, $247 in 2019 and $65 in 2018 (726) (454) (1,046)"
"Amortization of net losses, prior service costs and net transitioncosts, net of income taxes of $(67) in 2020, $(69) in 2019 and$(43) in 2018 299 243 218","Amortization of net losses, prior service costs and net transitioncosts, net of income taxes of $(67) in 2020, $(69) in 2019 and$(43) in 2018 299 243 218","Amortization of net losses, prior service costs and net transitioncosts, net of income taxes of $(67) in 2020, $(69) in 2019 and$(43) in 2018 299 243 218","Amortization of net losses, prior service costs and net transitioncosts, net of income taxes of $(67) in 2020, $(69) in 2019 and$(43) in 2018 299 243 218"
"(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, $(15) in 2019 and $0 in 2018(Note 20) 27","(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, $(15) in 2019 and $0 in 2018(Note 20) 27","(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, $(15) in 2019 and $0 in 2018(Note 20) 27","(Gains)/losses transferred to earnings - deconsolidation of RBH,net of income taxes of $0 in 2020, $(15) in 2019 and $0 in 2018(Note 20) 27"
Change in fair value of derivatives accounted for as hedges:,Change in fair value of derivatives accounted for as hedges:,Change in fair value of derivatives accounted for as hedges:,Change in fair value of derivatives accounted for as hedges:
"Gains (losses) recognized, net of income taxes of $13 in 2020, $2 in 2019 and $(4) in 2018 (68) (18) 24","Gains (losses) recognized, net of income taxes of $13 in 2020, $2 in 2019 and $(4) in 2018 (68) (18) 24","Gains (losses) recognized, net of income taxes of $13 in 2020, $2 in 2019 and $(4) in 2018 (68) (18) 24","Gains (losses) recognized, net of income taxes of $13 in 2020, $2 in 2019 and $(4) in 2018 (68) (18) 24"
"(Gains) losses transferred to earnings, net of income taxes of $0in 2020, $3 in 2019 and $5 in 2018",(20) (14) (31),(20) (14) (31),(20) (14) (31)
Total other comprehensive earnings (losses),"(1,780)","791 (1,647)","791 (1,647)"
Total comprehensive earnings,"6,812",,"6,639"
Total comprehensive earnings,"6,812","8,519","6,639"
Less comprehensive earnings atributable to:,,,
Noncontrolling interests,,,
Noncontrolling interests,574,586,304
Comprehensive earnings attributable to PMI,,,
Comprehensive earnings attributable to PMI,$,"$7,933",
