Location ofCourt/Name ofDate Plaintiff,Location ofCourt/Name ofDate Plaintiff,Type of Post-TrialCase Verdict Developments,Type of Post-TrialCase Verdict Developments,Type of Post-TrialCase Verdict Developments,,
Location ofCourt/Name ofDate Plaintiff,Location ofCourt/Name ofDate Plaintiff,Type of Post-TrialCase Verdict Developments,Type of Post-TrialCase Verdict Developments,Type of Post-TrialCase Verdict Developments,Court/Name ofPlaintiff,
"May 27,2015",Canada/Cecilia,Class Action,"On May 27,2015, the Superior","On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",Létourneau,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
Létourneau,Létourneau,,,"On May 27,2015, the Superior In June 2015,RBH commenced theCourt of the District of appellate process with the Court ofMontreal, Province of Quebec Appeal of Quebec. On March 1,ruled infavorof the 2019, the Court of Appeal issued aLetourneau class on liability decision largely affirming the trialand awarded a total of CAD court's decision. (See“Stayed131 million (approximately Litigation- Canada’ for further$102.3 million) in punitive detail.)damages, allocating CAD 46million (approximately $36million) to RBH. The trialcourt ordered defendants topay the full punitive damageaward into a trust within 60days.The court did not orderthe payment of compensatorydamages.",,
