"(in millions, except per share data)",,2020 Quarters,2020 Quarters,
"(in millions, except per share data)",1st,2nd,3rd,4th
Net revenues,"$ 7,153 S",6.651 S,"7,446 S","7,444"
Gross profit,"$ 4,751","$ 4,472","$ 5,030",$ 4872
Net earnings atributable to PMI,"$ 1,826","$ 1,947","$ 2,307","$ 1,976"
Per share data:,,,,
Basic EPS,$ 1.17,$ 1.25 S,1.48,$ 1.27
Diluted EPS,S 1.17,S 1.25 S,1.48,1.27
Dividends declared,$ 1.17,$ 1.17,$ 1.20,$ 1.20
"(in millions, except per share data)",,2019 Quarters,2019 Quarters,
"(in millions, except per share data)",1st,2nd,3rd,4th
Net revenues,"$ 6,751",$ 7.699 $,7.642 $,7.713
Gross profit,$ 4.286s,5.034$,"5,037",$ 4935
Net earnings atributable to PMI,"$ 1,354$","2,319 $","1,896 $","1,616"
Per share data:,,,,
Basic EPS,$ 0.87,$ 1.49 $,1.22,$ 1.04
Diluted EPS,$ 0.87,s 1.49 S,1.22,$ 1.04
Dividends declared,$ 1.14 $,1.14 $,1.17,$ 1.17
