$ in thousands for all items,FY 2020 653(a),FY 2021 Request
TOTAL,"$ 432,536.00","$ 441,358.00"
Africa,$ 2.300.00,"$ 1,000.00"
Liberia,"$ 1,300.00",$
State Africa Regional,"$ 1,000.00","$ 1,000.00"
East Asia and Pacific,"$ 3,110.00","$ 2,000.00"
Burma,"$ 1,300.00",$ 500.00
Indonesia,$ 950.00,$ 400.00
Laos,$ 500.00,$ 500.00
Philippines,$ 360.00,$ 600.00
South and Central Asia,"$ 44,297.00",$ 28.000.00
Afghanistan,$ 35.000.00,$ 23.000.00
Kazakhstan,$ 367.00,$
Pakistan,$ 5.000.00,"$ 3,000.00"
Tajikistan,"$ 1,000.00",$
Uzbekistan,$ 500.00,$
Central Asia Regional,$ 2.430.00,$ 2.000.00
Western Hemisphere,$ 263.229.00,"$ 277,811.00"
Colombia,"$ 135,000.00","$ 199,500.00"
Mexico,$ 52.000.00,"$ 20,000.00"
Peru,"$ 37,900.00","$ 37,900.00"
State Western Hemisphere Regional (WHA),$ 38.329.00,"$ 20,411.00"
"of which,CARSI","$ 27,354.00",$ 18.850.00
of which，CBSI,"$ 10,975.00","$ 1,561.00"
INL - International Narcotics and Law EnforcementAffairs,"$ 119,600.00","$ 132,547.00"
"INL - CFSP, Critical Flight Safety Program",$ 18.000.00,$
INL- Demand Reduction,$ 15.000.00,$ 8.000.00
INL-Drug Supply Reduction,"$ 17,000.00","$ 12,500.00"
INL-Global Crime and Drugs Policy,"$ 4,600.00","$ 1,950.00"
INL - Inter-regional Aviation Support,$ 42.000.00,"$ 28.,600.00"
INL - Program Development and Support,$ 18.000.00,"$ 81,497.00"
To Be Programmed,"$ 5,000.00",$
