Increase (Decrease) in Market Interest Rate,Investment Income Per Annum,Interest Expense Per Annum,Fair Value of Financial Assets,Fair Value of Financial Liabilities
2%,401,163,"-3,020","-8,700"
1,201,82,"-1,499","-4,744"
(1),-75,-12,820,"5,266"
(2),-75,-12,886,"8,101"
Increase (Decrease) in Market Interest Rate,Investment Income Per Annum,Interest Expense Per Annum,Fair Value of Financial Assets,Fair Value of Financial Liabilities
2%,282,185,"-2,668","-6,813"
1,141,93,"-1,331","-3,704"
(1),-141,-93,1,"246,4,433"
(2),-282,-185,2,"071,9,613"
