,"December 31,2020","December 31,2020","December 31,2020","December 31,2020"
Increase (Decrease) in Market Interest Rate,Investment Income Per Annum,Interest Expense Per Annum,Fair Value of Financial Assets,Fair Value of Financial Liabilities
2%,401,163,"(3,020)","(8,700)"
1,201,82,"(1,499)","(4,744)"
(1),(75),(12),820,"5,266"
(2),(75),(12),886,"8,101"
,"December 31,2019","December 31,2019","December 31,2019","December 31,2019"
,Investment Income Per Annum,Interest Expense Per,Fair Value of,Fair Value of Financial Liabilities
Increase (Decrease) in Market Interest Rate 2%,$,Annum $,"Financial Assets $ (2,668)",$
1,282 141,185 93,"(1,331)","(6,813) (3,704)"
(1),(141),(93),"1,246","4,433"
,(282),,"2,071",
(2),,(185),,"9,613"
