Google Translate,Google Translate,Google Translate,Microsoft Translator,Microsoft Translator,Microsoft Translator,Microsoft Translator,Amazon Translate*,Amazon Translate*,Amazon Translate*,SYSTRAN,SYSTRAN,SYSTRAN
,Acc,$\Delta _ { G }$,$\Delta _ { S }$,Acc,$\Delta _ { G }$,$\Delta _ { S }$,Acc,$\Delta _ { G }$,$\Delta _ { S }$,Acc,$\Delta _ { G }$,$\Delta _ { S }$
ES,53.1,23.4,21.3,47.3,36.8,23.2,59.4,15.4,22.3,45.6,46.3,15.0
FR,63.6,6.4,26.7,44.7,36.4,29.7,55.2,17.7,24.9,45.0,44.0,9.4
IT,39.6,32.9,21.5,39.8,39.8,17.0,42.4,27.8,18.5,38.9,47.5,9.4
RU,37.7,36.8,11.4,36.8,42.1,8.5,39.7,34.7,9.2,37.3,44.1,9.3
UK,38.4,43.6,10.8,41.3,46.9,11.8,1,1,1,28.9,22.4,12.9
HE,53.7,7.9,37.8,48.1,14.9,32.9,50.5,10.3,47.3,46.6,20.5,24.5
AR,48.5,43.7,16.1,47.3,48.3,13.4,49.8,38.5,19.0,47.0,49.4,5.3
DE,59.4,12.5,12.5,74.1,0.0,30.2,62.4,12.0,16.7,48.6,34.5,10.3
