Quarters,"Year Ended December 31,2019","Year Ended December 31,2019","Year Ended December 31,2019",
Quarters,High,,Low,
2019,$,,0.0009,
First (1/1-3/31),,0.0024,,
Second (4/1-6/30),$,0.0015,0.0006,
Third (7/1-9/30) Fourth (10/1-12/31),$,0.0090,0.0009 0.0014,
,$,0.0043 $,,
,Year Ended,Year Ended,Year Ended,Year Ended
Quarters,"December 31, 2020","December 31, 2020","December 31, 2020","December 31, 2020"
,High,High,High,High
2020,,,Low,
First (1/1-3/31),,0.0018,,0.0009
Second (4/1-6/30),$ $,0.0021,,0.0008
Third (7/1-9/30),$,0.0019,$,0.0008
Fourth (10/1-12/31),$,0.0027,$ $,0.0007
