,2022,2022,2021,2021
,Gross,Carrying Accumulated Amount Amortization,Gross,Carrying Accumulated Amount Amortization
INTANGIBLE ASSETS WITH DETERMINABLE LIVES,,,,
Brands,,"$ 4,299 $ (2,628) $ 3,908 $ (2,546)",,
Patents and technology,"2,769",,"(2,609)2,781","(2,575)"
"Customer relationships1,797",,,"(939)1,789",(882)
Other,147,(97),150,(97)
TOTAL,,"$ 9,012 $(6,273) $ 8,628 $(6,100)",,
INTANGIBLE ASSETS WITH INDEFINITE LIVES,,,,
Brands,,,,
TOTAL,"20,940","$29,952 $(6,273) $29,742 $(6,100)","21,114",
