,,,,R-D diff
,Rep %,Dem %,Ind %,R-D diff
Defense/National security,16,5,6,R+11
Immigration,14,3,7,R+11
Terrorism,24,16,18,R+8
ISIS/War in Iraq/War in Syria,8,4,8,R+4
Economy (general),7,6,12,R+1
"Dissatisfaction with government, Obama",4,,,
Gun control/Too many guns/,,5,6,D+1
Mass shootings Unemployment,4,5,6,D+1
Political gridlock/Division,4,7,8,D+3
NET: Foreign/International,2,8,4,D+6
NET: Terrorism/ISIS/,42,24,32,R+18
National security NET: Economic issues,41 21,23 20,28 25,R+18 D-1
Unweighted N,198,207,290,
