Grant Date,"Share options as at December 31,","Share options as at December 31,","Share options as at December 31,","Share options as at December 31,"
Grant Date,Exercise price,,2020,2021
"June 16, 2017","Expiry date June 15, 2027",US$ 2.32,"2,738,756","1,433,720"
"August 31, 2017","August 30, 2027",US$ 0.27,"2,748,802","1,271,442"
"December 20, 2017","December 19, 2027",US$ 2.32,"3,973,756","2,836,672"
"April 16, 2018","April 15, 2028",US$ 4.04,"650,000","325,000"
"October 17, 2018","October 16, 2028",US$ 7.14,"4,667,500","4,460,000"
"June 14, 2019","June 13,2029",US$ 7.05,"1,637,002","1,621,618"
"June 12, 2020","June 11, 2030",US$ 6.20,"4,285,570","4,093,832"
"August 15, 2020","August 14, 2030",US$ 7.56,"208,790","208,790"
"October 15, 2020","October 14, 2030",US$ 7.17,"71,930","71,930"
"December 15,2020","December 14, 2030",US$ 9.53,"169,080","169,080"
"May 15, 2021","May 14, 2031",US$ 7.61,,"1,262,240"
"July 15, 2021","July 14, 2031",US$ 6.37,,"148,130"
"July 30, 2021","July 29, 2031",US$ 5.29,,"6,327,742"
"September 15, 2021","September 14, 2031",US$ 4.24,,"254,952"
"December 15, 2021","December 14, 2031",US$ 3.32,,"307,792"
Total,Total,,,"21,151,186 24,792,940"
Weighted average remaining contractual life of options outstanding at end of year:,Weighted average remaining contractual life of options outstanding at end of year:,Weighted average remaining contractual life of options outstanding at end of year:,Weighted average remaining contractual life of options outstanding at end of year:,7.74 7.84
