,Number of issued shares*,Share capital RMB'million,Additional paid-in,Shares held for share award schemes RMB'million,Treasury Shares RMB'million,
,Number of issued shares*,Share capital RMB'million,Additional paid-in,Shares held for share award schemes RMB'million,Treasury Shares RMB'million,capital RMB'million
"Balance January 1, 2019",,,,,,
"(US$0.000083 par value; 4,800,000,000 shares authorized)","3,265,986,486",2,"33,776",,,
Issuance of ordinary shares (note i),"280,512",,12,,,
Employee share award schemes,,,,,,
-value of employee service,,,637,,,
-Shares held for share award schemes (note ii),,,,(31),,
-Shares allotted and issued for share award schemes (note iii),"88,798,940",,,,,
"Balance December 31, 2019",,,,,,
"(US$0.000083 par value; 4,800,000,000 shares authorized)","3,355,065,938",2,"34,425",(31),,
Employee share award schemes,,,,,,
-value of employee service,,,619,,,
-Shares held for share award schemes (note ii),,,,(47),,
-Shares allotted and issued for share award schemes (note ii),"30,077,800",,,,,
Repurchase of ordinary shares (note iv),,,,,(134),
"Balance December 31, 2020","3,385,143,738",2,"35,044",,,
"(US$0.000083 par value; 4,800,000,000 shares authorized)",,,535,(78),(134),
Expiry of put right of puttable ordinary shares (Note 26 (i)) Employee share award schemes,,,,,,
-value of employee service,,,659,,35,
-Shares held for share award schemes (note ii),,,,(105),,
Issuance of ordinary shares,"5,010,526",,,,,
Repurchase of ordinary shares (note iv),,,,,"(3,561)",
"Balance December 31, 2021",,,,,,
,"3,390,154,264",2,"36,238",(183),"(3,660)",
"(US$0.000083 par value; 4,800,000,000 shares authorized)",,,,,,
