Amendments to IAS 28 and IFRS 10\tSale or contribution of assets between an investor and its associate or joint venture\tTo be determined\tJanuary 1, 2022\tJanuary 1, 2022
IAS 16 (amendments)\tProperty, plant and equipment: Proceeds before intended use\tJanuary 1,"2022\tJanuary 1,2022\tJanuary 1,2022"
IAS 37 (amendments)\tOnerous contract - cost of fulfilling a contract\tJanuary 1, 2022\tJanuary 1,"2022\tJanuary 1,2022"
Amendments to IFRS\tAnnual Improvements to IFRS Standards 2018-2020 Cycle\tJanuary 1, 2022\tJanuary 1,"2022\tJanuary 1,2022"
Amendments to IFRS 3\tReference to the Conceptual Framework\tJanuary 1, 2022\tJanuary 1,"2022\tJanuary 1,2022"
IAS 1 (amendments)\tClassification of Liabilities as Current or Non-current\tJanuary 1, 2023\tJanuary 1,"2023\tJanuary 1,2023"
IFRS 17\tInsurance contracts\tJanuary 1, 2023\tJanuary 1,"2023\tJanuary 1,2023"
Amendments to IAS 1 and IFRS Practice Statement 2\tDisclosure of Accounting Policies\tJanuary 1, 2023\tJanuary 1,"2023\tJanuary 1,2023"
Amendments to IAS 8\tDefinition of Accounting Estimates\tJanuary 1, 2023\tJanuary 1,"2023\tJanuary 1,2023"
Amendments to IAS 12\tDeferred Tax related to Assets and Liabilities arising from a Single Transaction\tJanuary 1, 2023\tJanuary 1,"2023\tJanuary 1,2023"
