"(Millions,except percentages)",CET1,,,CET1,Tier 1,Total,Tier 1
"(Millions,except percentages)",CET1,Tier1,Total,capital,capital,capital,leverage
"(Millions,except percentages)",capital,capital,capital,ratio,ratio,ratio,ratio
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,,,,
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank","$ 17,554","$ 19,186","$ 21,506",10.5%,11.5 %,12.9%,10.5%
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",$ 13.085,$ 13.085,"$ 15,283",11.8 %,11.8 %,13.7 %,10.5%
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,,,,
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",$18.693,$ 20.277,$ 22.385,13.5 %,14.7 %,16.2 %,11.0 %
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank","$ 14,617","$ 14,617","$ 16,578",16.2 %,16.2 %,18.3 %,10.9 %
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,,6.0%,10.0%,N/A
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,N/A,6.0%,10.0%,N/A
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,6.5 %,8.0%,10.0 %,5.0%
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,4.5%,6.0%,8.0%10.5 %,4.0%4.0%
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,7.0 %,8.5%,8.0%10.5 %,4.0%4.0%
"December 31,2021:(a)American Express CompanyAmerican Express National BankDecember 31,2020:(a)American Express CompanyAmerican Express National BankWell-capitalized ratios (b)American Express CompanyAmerican Express National BankMinimum capital ratios (c)Effective Minimum (d)American Express CompanyAmerican Express National Bank",,,,7.0 %,8.5%,10.5%,4.0%
