,,,,Total Number of Shares Purchased as Partof Publicly Announced Plans,Maximum Number of Shares that May YetBe Purchased Under the Plans
,Total Number of Shares Purchased,Average Price,PaidPer Share,Total Number of Shares Purchased as Partof Publicly Announced Plans,Maximum Number of Shares that May YetBe Purchased Under the Plans
"October1-31,2021",,,,or Programs,or Programs
Repurchase program(a),"10,756,494",$,178.35,"10,756,494","62,662,993"
Employee transactions(b),,40$,171.95,N/A,N/A
"November 1-30,2021",,,,,
Repurchase program(a),"1,908,965$",,170.90,"1,908,965","60,754,028"
Employee transactions(b),"24,224 $",,173.78,N/A,N/A
"December 1-31,2021",,,,,
Repurchase program(a),"4,520,163 $",,162.30,"4,520,163","56,233,865"
Employee transactions(b),,1$,1,N/A,N/A
Total,"17,185,622$",,171.77,"17,185,622",
Repurchase program(a),"24,264$",,173.78,N/A,"56,233,865"
Employee transactions(b),,,,,N/A
