Other Assets Fair Value,Other Assets Fair Value,Other Assets Fair Value,Other Assets Fair Value,Other Liabilities Fair Value,Other Liabilities Fair Value,Other Liabilities Fair Value
(Millions),2021,2020,2021,2020,2021,"2020,2021"
Derivatives designated as hedging instruments:,Fair value hedges - Interest rate contracts (a),Fair value hedges - Interest rate contracts (a),Fair value hedges - Interest rate contracts (a),Fair value hedges - Interest rate contracts (a),Net investment hedges - Foreign exchange contracts,"Net investment hedges - Foreign exchange contracts,Net investment hedges - Foreign exchange contracts"
,$ 204,$ 500,$ 204,$ 500,54,"54,54"
,219,24,219,24,423,"524,423"
Total derivatives designated as hedging instruments,423,524,423,524,54,"474,54"
Derivatives not designated as hedging instruments:,Foreign exchange contracts,Foreign exchange contracts,Foreign exchange contracts,Foreign exchange contracts,Foreign exchange contracts,"Foreign exchange contracts,Foreign exchange contracts"
,$ 167,$ 105,$ 167,$ 105,$ 85,"228,85"
"Total derivatives, gross",590,629,590,629,139,"702,139"
Derivative asset and derivative liability netting (b),(93),(98),(93),(98),(93),"(98),(93)"
Cash collateral netting (c),(204),(500),(204),(500),(4),"(16),(4)"
"Total derivatives, net",293,31,293,31,42,"588,42"
