Description of Securities (Millions),Cost,Gross Unrealized Gains,Gross Unrealized Losses,Estimated Fair Value,Cost,Gross Unrealized Gains,Gross Unrealized Losses,Estimated Fair Value
Available-for-sale debt securities:,Cost,Gross Unrealized Gains,Gross Unrealized Losses,Estimated Fair Value,Cost,Gross Unrealized Gains,Gross Unrealized Losses,Estimated Fair Value
State and municipal obligations,106,5,,111,172,7,,179
U.S. Government agency obligations,6,,,6,7,,,7
U.S. Government treasury obligations,1680,25,-1,1704,20655,76,,20731
Mortgage-backed securities (a),17,1,,18,28,2,,30
Foreign government bonds and obligations,630,,,630,581,,,581
Other (b),43,,,43,22,,,22
Equity securities (c),66,17,-4,79,56,27,-2,81
Total,2548,48,-5,2591,21521,112,-2,21631
