,Number of Accounts (thousands),Account Balances (millions) (@),Average Interest Rate Reduction (%points),Average Payment Term Extensions (#ofmonths)
Troubled Debt Restructurings:,,,,
Card Member Loans,112,789,13,(b)
Card Member Receivables,21,437,(c),18
Other Loans (d),,13,3,16
Total,137$,"1,239",,
,Number of,Account,Average,Average Payment Term
2020,Accounts (thousands),Balances (millions)(a),InterestRate Reduction (%points),Extensions (#of months)
Troubled Debt Restructurings:,272,,,
Card Member Loans,,"2,347",14,(b)
Card Member Receivables,47,"1,202",（c）,19
Other Loans (d),9,345,3,16
Total,328$,"3,894",,
,,,Average,Average
2019,Number of Accounts (thousands),Account Balances (millions) (a),Interest Rate Reduction,Payment Term Extensions (#of months)
Troubled Debt Restructurings:,,,(%points),
Card Member Loans,78$,602,13,(b)
Card Member Receivables,9,210,（c）,26
Total,87$,812,,
