"Years Ended December 31, (Millions)",2021 Versus 2020 Increase (Decrease) due to change in: Average Volume,2021 Versus 2020 Increase (Decrease) due to change in: Average Rate,2021 Versus 2020 Increase (Decrease) due to change in: Net Change,2020 Versus 2019 Increase (Decrease) due to change in: Average Volume,2020 Versus 2019 Increase (Decrease) due to change in: Average Rate,2020 Versus 2019 Increase (Decrease) due to change in: Net Change
"Interest-earning assets, Interest-bearing deposits in other banks U.S.","$,(19)","$,(47)","$,(66)","$,216","$,(633)","$,(417)"
"Interest-earning assets, Interest-bearing deposits in other banks Non-U.S.",(2),5,3,6,(3),3
"Interest-earning assets, Federal funds sold and securities purchased under agreements to resell U.S.",—,—,—,(3),"—,—,(3)",
"Interest-earning assets, Federal funds sold and securities purchased under agreements to resell Non-U.S.",1,(2),(1),14,"(9),5",
"Interest-earning assets, Short-term investment securities U.S.",(3),(4),(7),7,"(11),(4)",
"Interest-earning assets, Short-term investment securities Non-U.S.",—,(1),(1),—,"—,—",
"Interest-earning assets, Card Member loans U.S.",110,(753),(643),(896),"(360),(1,256)",
"Interest-earning assets, Card Member loans Non-U.S.",79,(189),(110),(182),"(22),(204)",
"Interest-earning assets, Other loans U.S.",(146),(15),(161),(2),"(69),(71)",
"Interest-earning assets, Other loans Non-U.S.",(4),(11),(15),(8),"10,2",
"Interest-earning assets, Taxable investment securities U.S.",(1),(37),(38),177,"(224),(47)",
"Interest-earning assets, Taxable investment securities Non-U.S.",1,(6),(5),1,"(7),(6)",
"Interest-earning assets, Non-taxable investment securities U.S.",(2),—,(2),(7),"1,(6)",
"Interest-earning assets, Other assets Primarily U.S.",(5),1,(4),6,"(3),3",
"Interest-earning assets, Change in interest income",9,"(1,059)","(1,050)",(671),"(1,330),(2,001)",
"Interest-bearing liabilities, Customer deposits U.S., Savings",83,(466),(383),"226,(776)",(550),
"Interest-bearing liabilities, Customer deposits U.S., Time",(91),(7),(98),(56),"(5),(61)",
"Interest-bearing liabilities, Customer deposits U.S., Demand",—,(3),(3),6,"(10),(4)",
"Interest-bearing liabilities, Customer deposits Non-U.S., Time",—,(1),(1),—,"(1),(1)",
"Interest-bearing liabilities, Customer deposits Non-U.S., Other deposits",—,—,—,—,"(1),(1)",
"Interest-bearing liabilities, Short-term borrowings U.S.",(18),—,(18),20,"(24),(4)",
"Interest-bearing liabilities, Short-term borrowings Non-U.S.",—,1,1,(3),"(1),(4)",
"Interest-bearing liabilities, Long-term debt and other U.S.",(243),(72),(315),(297),"(439),(736)",
"Interest-bearing liabilities, Long-term debt and other Non-U.S.",—,2,2,—,"(6),(6)",
"Interest-bearing liabilities, Change in interest expense",(269),(546),(815),(104),"(1,262),(1,366)",
"Interest-bearing liabilities, Change in net interest income",278,(513),(235),(567),"(68),(635)",
