,"As of December 31,2021","As of December 31,2021","As of December 31,2021","As of December 31,2021","As of December 31,2021","As of December 31,2021","As of December 31,2021"
,Accounts Classified as a TDR (c),Accounts Classified as a TDR (c),Accounts Classified as a TDR (c),Accounts Classified as a TDR (c),Accounts Classified as a TDR (c),Accounts Classified as a TDR (c),Accounts Classified as a TDR (c)
,Over 90 days Past Due&,Over 90 days Past Due&,,,,,Reserve for
2021(Millions),Accruing Interest (a),Non-Accruals,(b),In Program (d),Out of Program(e),Total Impaired Balance,Credit Losses- TDRs
Card Member Loans:,,,,,,,
Global Consumer Services Group,,149 $,82$,708$,997,"1,936 $",415
Global Commercial Services,,19,14,176,332,541,132
Card Member Receivables:,,,,,,,
Global Consumer Services Group,,,,133,130,263,9
Global Commercial Services,,,,248,303,551,39
Other Loans (f),,,一,67,2,70,1
Total,,1 169$,96$,"1,332 $","1,764","3,361 $",596
