Revenue,"As at March 31, 2020","As at March 31,2019"
Tata Consultancy Services Sverige AB Tata Consultancy Services Canada Inc.,"1,713 1,934 2,020","1,657 1,919"
Tata Consultancy Services Deutschland GmbH Tata Consultancy Services Netherlands BV,"3,364 1,142 9","1,924 2,449"
Jaguar Land Rover Limited Jaguar Cars Limited (dormant),"3,364 1,142 9",651
Purchases of goods and services (including,,671
reimbursements),,
"Tata America International Corporation Tata Consultancy Services De Mexico S.A.,De C.V.","3,416 1,414 552","3,898 1,314"
TCS Foundation,"3,416 1,414 552",91
Dividend income,"1,752",
Tata America International Corporation,"1,752",
Tata Consultancy Services Canada Inc.,694,"2,747 236"
,694,
