Algo RetailTM,"TCS'proprietary approach and suite of intellectual property that enables retailers to seamlessly integrateand orchestrate data flowsacross the retail value chain,harnessing the power of analytics, Al and machine learningin theareas of personalization,pricing optimization,marketing,online search and commerce to unlockexponential business value."
Amortization,"An accounting concept similar to depreciation, but used tomeasure the consumption of intangible assets."
Analytics,"In the enterprise context,this is the discovery,interpretation,and communication of meaningfulpatterns in business data to predict and improve businessperformance."
Annuity Contracts,A long-term contract which can guarantee regular payments.
APAC,Acronym for Asia Pacific
API,See Application Programming Interface
APIfication,The process of exposing a discrete business function ordata within an enterprise's systems through APls.
Application Developmentand Maintenance,"Design,development,and deployment of custom software;ongoing support, upkeep,and enhancement of suchsoftware over its lifetime."
Application ProgrammingInterface,A set of easily accessible protocols for communicationamong various software components.
AR,See Augmented Reality
