Revenue,"Year ended March31,2020","Year ended March31,2020","Year ended March31,2020","Year ended March31,2020","Year ended March31,2020",
Revenue,"Banking, Financial Services and Insurance",Manufacturing,Retail and Consumer Business,"Communication, Media and Technology",Others,Total
Revenue,"61,095 16,950","16,468 4,445","26,280 6,870","25,978 7,703","27,128 6,141","156,949"
Segment result Total unallocable expenses,,,,,,"42,109 4,453"
Operating income,,,,,,"37,656"
Other income,,,,,,"4,592"
Profit before tax,,,,,,"42,248"
Tax expense,,,,,,"9,801"
Profit for the,,,,,,"32,447"
year,,,,,,
Depreciation and amortisation,,,,,,"3,529"
expense (unallocable),,,,,,
Significant non-cash items,(2),,18,8,120,144
