Market Capitalization,The total market value of a company's total outstandingequity shares at a point in time.Market Cap = Last Trading Price * Total number ofoutstanding shares
MEA,Acronym for Middle East and Africa
MFDMTM,Acronym for Machine First Delivery Model
Minimum Viable Product,"The most basic version of a new product, with the bareminimum functionality, which can be released to the usersat the earliest, to be augmented with incremental featuresand functionality over subsequent iterative cycles. MVPscan be used by teams to learn about user behavior and validate the product value with minimum investment."
Mobility,"Information,convenience,and social mediaall combinedtogether,and madeavailableacrossa varietyof screensizes and hand-held devices."
MSP,See Managed Services Provider
MVP,See Minimum Viable Product
Non-Controlling Interest,The share of the net worth attributable to non-controllingshareholders of the subsidiaries.
Non-discretionary Spend,"Also known as Run the Business (RTB) spend, is that portion of the IT budget that covers the basic IT activitiesrequired to keep a business running. Even in tougheconomic times,non-discretionary spend remains relativelyunaffected."
Options Contract,"A hedging instrument that offers the buyer the right to buyor sell the underlying asset (such as stocks or currency)on a future date,at a specified price, for small upfront feecalled options premium.Eg: TCS purchases an options contract to sell USD 1mn@ 77/$ after 3 months, paying an option premium of1 million. With this, TCS will have the right to sell USD 1mnatan exchange rate of 77,even if the prevailing marketrate at the end of three months is,say 75. On the otherhand, if the market rate is higher,say 79, then TCS canchoose to let the options contract lapse and instead sell atthe market rate."
Order Book,See Total Contract Value
Organic Growth,"The revenue growth a company can achieve by increasing its existing business activity. This does not include growthattributable to takeovers,acquisitions or mergers."
PaaS,See Platformasa Service
Personalization,"Segmentation and responding to individual transactions,customized for a single customer in a single instance."
Platforms,"A group of technologies that are used as a base uponwhich other applications,processes or technologies aredeveloped. Useful for optimizing costs and efforts,andeliminating iterative tasks to drive strategic businessinitiatives."
