(crore),(crore),(crore)
,"As at March 31,2020","As at March 31,2019"
Capital reserve#,,-
Capital redemption reserve,8,106
(i) Opening balance Transfer from retained earnings,,8
(ii) Issue of bonus shares*,=,(106)
(i),8,8
Special Economic Zone re-investment reserve,,
(i) Opening balance,994,"1,578"
(ii) Transfer from retained earnings,"2,947","2,750"
() Transfer to retained earnings,"(2,347)","(3,334)"
,"1,594",994
Retained earnings,,
(i) Opening balance,,"77,159 74,080"
(ii) Transition impact of Ind AS 116 (Refer,(330),-
note 7) (i) Profit for the year,,
(iv),Remeasurement of defined employee,"33,260 30,065 (323) (14)"
benefit plans,,
(v) (vi),Utiilised for buy-back of equity shares* Expense relating to buy-back of equity,"(15,992)"
shares*,,(45)
(vii),Issue of bonus shares*,(86)
(vii),Realised loss on equity shares carried at,
,fair value through OCl,(1)
