Robotic ProcessAutomation,"The use of software tools to automate high-volume,repeatable tasks that previously required humans toperform. RPA is best suited for relatively simple and stableprocesses.Dynamic changes in the environment requireongoing upkeep of the robots, diluting the economicbenefit of the automation.Increasingly, customers are preferring cognitive automation over RPA."
RPA,See Robotic Process Automation
SBWSTM,See Secure Borderless Workspaces
Secure BorderlessWorkspacesTM,"TCS'innovative operating model rolled out in responseto the COvID-19 disruption. It is a fully location agnosticextensionof the Location Independent Agile model,enabling employees to work remotely,while retaining thesame high rigor in project management, governance andsecurity.The fully distributed nature of thismodel is bettersuited to ensure business continuity. It leverages TCS'prior investmentsand incorporates the learningsand bestpracticesaround network management, standard servicedelivery environment， digitized governance processes,heavy use of collaborative and cloud based technologiesand an internal SOC benchmarked to the best in theindustry."
SEZ,See Special Economic Zone
Shareholder Payout Ratio,"The proportion of earnings paid to shareholders as apercentage of the Company's earnings,i.e. Net Incomeattributable to Shareholders of the Company. Payout canbe in the form of dividend (including dividend distributiontax) and share buyback."
Simplification,The rationalization of IT architectures through consolidationof systems and elimination of redundant systems andlayers.The primary purpose is to shrink the IT footprint andmake operations leaner and more efficient.
Sole Sourced Contract,"Non-competitiveagreements thatallowa single vendorto fulfill the needs of the contractual requirements. Thesetypes of contracts can be won when the competitor setnarrows down significantly and comes down to a singlevendor discussion, given the nature of the client's solutionrequirements."
Special Economic Zone,"In India, these are designated areas in which business andtrade laws are different from the rest of the country, withvarious benefits and tax breaks to promote exports,attractinvestments,and create local jobs."
STEM,"An acronym for education in the fields of science,technology, engineering and math."
T&M,See Time and Materials Contract
TCS PaceTM,"A brand promise that represents the way TCS channels its domain knowledge and organizational units -businessand technology services,industry solutions units,and theresearch and innovation organization - into internal andexternal co-innovation programs."
